org.joda.time.tz.DateTimeZoneBuilder:552	3.0 8.0 0.5222329678670935
org.joda.time.format.DateTimeFormatterBuilder:1162	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1181	0 168.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1182	0 168.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1183	0 168.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1184	0 168.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1185	0 168.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1186	0 168.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1187	0 168.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1174	0 91.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1157	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1158	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1165	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1166	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2584	0 291.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2585	0 291.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2589	0 291.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2590	0 291.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2591	0 291.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2593	0 291.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2546	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2547	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2551	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2553	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2556	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2557	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2558	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2560	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2473	0 252.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2474	0 252.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2580	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2488	0 8.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2489	0 8.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2529	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2530	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2534	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2536	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2539	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2540	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2541	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2543	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2563	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2564	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2568	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2570	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2573	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2574	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2575	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2577	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1455	0 28.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1456	0 28.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1459	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1460	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1461	0 14.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1463	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1464	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1465	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1471	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1474	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1476	0 14.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1479	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1466	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1467	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1468	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1908	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1909	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1910	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1912	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1913	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1918	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1919	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1920	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1921	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1922	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1926	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1927	0 116.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1930	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1932	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1933	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1936	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1937	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1939	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1940	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1941	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1942	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1949	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1961	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1963	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1965	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1975	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1986	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1987	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1993	0 134.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2001	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2003	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2005	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2006	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2007	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2008	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2009	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2010	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2013	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2014	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2015	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2016	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2017	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2019	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2021	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2025	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2029	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2034	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2036	0 74.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2011	0 16.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1861	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1863	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1866	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1867	0 15.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1953	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1954	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1958	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1969	0 5.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1972	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2648	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2649	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2650	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2651	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2652	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2653	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2654	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2655	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2656	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2659	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2660	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2661	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2664	0 344.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2668	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2669	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2671	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2672	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2674	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2675	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2677	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2679	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2680	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2681	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2683	0 172.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2684	0 140.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2689	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2690	0 191.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2691	0 170.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2692	0 170.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2697	0 160.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2699	0 131.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2700	0 131.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2703	0 189.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2704	0 189.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2705	0 189.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2706	0 113.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2710	0 189.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2713	0 158.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2715	0 123.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2716	0 123.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2718	0 123.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2721	0 119.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2686	0 45.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2687	0 45.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1263	0 290.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1265	0 290.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1266	0 290.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1267	0 290.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1268	0 290.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1269	0 290.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1289	0 289.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1292	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1293	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1295	0 290.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1300	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1305	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1306	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1310	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1313	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1314	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1315	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1316	0 277.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1318	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1323	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1324	0 278.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1290	0 64.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1296	0 63.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1270	0 8.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1273	0 8.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1279	0 4.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1280	0 4.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1283	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1286	0 4.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1287	0 4.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1307	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1319	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1303	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1427	0 118.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1429	0 118.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1432	0 118.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1436	0 118.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1434	0 14.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1419	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1420	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1423	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1424	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1439	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1441	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1444	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1448	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1203	0 309.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1204	0 309.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1205	0 309.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1208	0 309.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1232	0 308.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1236	0 128.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1239	0 111.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1237	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1214	0 13.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1215	0 13.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1681	0 97.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1687	0 97.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1688	0 97.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1689	0 97.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1690	0 97.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1693	0 97.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1755	0 86.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1760	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1763	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1764	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1765	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1766	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1767	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1768	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1769	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1771	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1772	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1773	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1774	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1775	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1776	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1777	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1778	0 27.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1781	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1782	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1783	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1784	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1785	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1786	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1787	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1788	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1789	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1791	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1799	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1800	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1801	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1805	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1807	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1808	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1809	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1810	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1811	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1812	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1700	0 46.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1703	0 46.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1704	0 46.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1733	0 47.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1734	0 47.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1735	0 24.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1737	0 25.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1802	0 5.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1803	0 5.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1793	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1794	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1795	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1796	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1797	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1718	0 5.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1721	0 5.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1722	0 5.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1742	0 5.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1750	0 3.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1779	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1743	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1744	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1745	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1710	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1713	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:1714	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2410	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2411	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2412	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2415	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2421	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2422	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2431	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2434	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2440	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2087	0 120.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2088	0 120.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2093	0 94.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2094	0 94.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2211	0 167.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2214	0 167.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2215	0 139.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2226	0 139.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2234	0 130.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2235	0 52.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2239	0 88.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2240	0 88.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2242	0 75.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2243	0 70.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2248	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2249	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2263	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2270	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2271	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2274	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2275	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2276	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2282	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2287	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2288	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2289	0 82.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2290	0 82.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2291	0 82.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2300	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2301	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2303	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2308	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2309	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2312	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2313	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2314	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2318	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2319	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2377	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2378	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2386	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2387	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2388	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2389	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2390	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2393	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2395	0 83.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2227	0 47.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2228	0 47.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2241	0 21.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2322	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2323	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2326	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2327	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2330	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2331	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2333	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2338	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2339	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2342	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2343	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2344	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2348	0 6.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2349	0 4.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2245	0 7.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2200	0 16.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2113	0 14.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2265	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2283	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2352	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2353	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2356	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2357	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2360	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2361	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2363	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2368	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2369	0 2.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2370	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2371	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2372	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2292	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2293	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2142	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2145	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2146	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2147	0 1.0 0.0
org.joda.time.format.DateTimeFormatterBuilder:2149	0 1.0 0.0
