org.apache.commons.math.stat.descriptive.SummaryStatistics:647	3.0 5.0 0.43301270189221935
org.apache.commons.math.stat.descriptive.summary.SumOfLogs:93	0.0 7.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:146	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:147	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:148	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:149	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:152	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:163	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:166	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:169	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic:170	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:96	0.0 14.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:87	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:88	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:89	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:42	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:147	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:148	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:149	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:162	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:163	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:164	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:165	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:166	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:167	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:130	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:131	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:132	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:133	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:134	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:135	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Max:139	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:96	0.0 15.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:87	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:88	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:89	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:42	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:147	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:148	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:149	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:162	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:163	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:164	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:165	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:166	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:167	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:130	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:131	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:132	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:133	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:134	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:135	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.rank.Min:139	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:158	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:159	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:160	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:161	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:162	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:163	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:164	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:165	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:143	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:144	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.FirstMoment:145	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:109	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:110	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:111	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:124	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:125	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:126	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:127	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:128	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.moment.SecondMoment:101	0.0 3.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:100	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:101	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:102	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:40	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:85	0.0 13.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:200	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:201	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:202	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:215	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:216	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:217	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:218	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:219	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:220	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.Sum:92	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:99	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:100	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:101	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:39	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:134	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:135	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:136	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:149	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:150	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:151	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:152	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:153	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:154	0.0 4.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:119	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:120	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:121	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:122	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:123	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:126	0.0 2.0 0.0
org.apache.commons.math.stat.descriptive.summary.SumOfSquares:84	0.0 6.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:61	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:255	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:256	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:257	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:271	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:272	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:273	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:274	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:275	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:276	0.0 1.0 0.0
org.apache.commons.math.stat.descriptive.moment.Mean:171	0.0 1.0 0.0
org.apache.commons.math.exception.DimensionMismatchException:44	0.0 2.0 0.0
org.apache.commons.math.exception.DimensionMismatchException:45	0.0 2.0 0.0
org.apache.commons.math.exception.DimensionMismatchException:46	0.0 2.0 0.0
org.apache.commons.math.exception.DimensionMismatchException:56	0.0 1.0 0.0
org.apache.commons.math.exception.DimensionMismatchException:57	0.0 1.0 0.0
org.apache.commons.math.exception.MathIllegalArgumentException:44	0.0 10.0 0.0
org.apache.commons.math.exception.MathIllegalArgumentException:45	0.0 10.0 0.0
org.apache.commons.math.exception.MathIllegalArgumentException:46	0.0 10.0 0.0
org.apache.commons.math.exception.MathIllegalArgumentException:47	0.0 10.0 0.0
org.apache.commons.math.exception.MathIllegalNumberException:46	0.0 8.0 0.0
org.apache.commons.math.exception.MathIllegalNumberException:47	0.0 8.0 0.0
org.apache.commons.math.exception.MathIllegalNumberException:48	0.0 8.0 0.0
org.apache.commons.math.exception.MathIllegalStateException:45	0.0 1.0 0.0
org.apache.commons.math.exception.MathIllegalStateException:46	0.0 1.0 0.0
org.apache.commons.math.exception.MathIllegalStateException:47	0.0 1.0 0.0
org.apache.commons.math.exception.MathIllegalStateException:48	0.0 1.0 0.0
org.apache.commons.math.exception.NullArgumentException:41	0.0 3.0 0.0
org.apache.commons.math.exception.NullArgumentException:42	0.0 3.0 0.0
org.apache.commons.math.exception.NullArgumentException:50	0.0 3.0 0.0
org.apache.commons.math.exception.NullArgumentException:51	0.0 3.0 0.0
org.apache.commons.math.exception.NumberIsTooSmallException:68	0.0 4.0 0.0
org.apache.commons.math.exception.NumberIsTooSmallException:70	0.0 4.0 0.0
org.apache.commons.math.exception.NumberIsTooSmallException:71	0.0 4.0 0.0
org.apache.commons.math.exception.NumberIsTooSmallException:72	0.0 4.0 0.0
