org.apache.commons.lang3.StringEscapeUtils:556	1.0 1.0 0.7071067811865475
org.apache.commons.lang3.StringUtils:6200	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6239	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6240	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6242	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6243	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6245	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6246	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6248	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6251	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6254	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6255	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6256	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6249	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6252	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6258	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6259	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6261	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6262	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6264	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6297	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6298	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6301	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6302	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6305	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6306	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6307	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6309	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6310	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6311	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6312	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6314	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6345	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6346	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6348	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6349	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6351	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6352	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6353	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6355	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6384	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6385	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6387	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6391	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6392	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6393	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6396	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6397	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6388	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6584	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6585	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6605	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6606	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6608	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6609	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6610	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6611	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6614	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6616	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6617	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6618	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6619	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6620	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6623	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6624	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6635	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6636	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6639	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6640	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6641	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6643	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6644	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6646	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6650	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6651	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6652	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6657	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6693	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6694	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6696	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6697	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6744	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6745	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6748	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6749	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6750	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6751	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6754	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6756	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6757	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6758	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6759	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6760	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6763	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6764	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6768	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6769	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6770	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6774	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6775	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6778	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6779	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6780	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6783	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6784	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6787	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6788	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6792	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6793	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6797	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6798	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6800	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6803	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6808	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6809	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6810	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6815	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6816	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6818	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5981	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5982	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5984	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5985	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5986	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5987	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:5990	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6013	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6014	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6016	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6017	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6018	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6019	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6022	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4073	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4074	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4076	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4077	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4079	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4108	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4109	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4111	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4112	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4114	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6874	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6889	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6892	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6895	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4178	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4179	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4181	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4182	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4184	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6983	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6998	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:7001	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:7004	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:7005	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4211	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4212	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4214	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4237	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4238	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4240	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4241	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4242	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4243	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4244	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:4247	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6435	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6436	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6438	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6439	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6440	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6441	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6442	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6447	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6448	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6449	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6450	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6452	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6453	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6454	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6459	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6460	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6464	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6465	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6469	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6470	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6471	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6472	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6473	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6474	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6475	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6478	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6479	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6483	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6487	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6489	0.0 2.0 0.0
org.apache.commons.lang3.StringUtils:6526	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6527	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6529	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6530	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6532	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6533	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6535	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6536	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6538	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:6541	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:293	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:7050	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:7051	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:7053	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:538	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:542	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:546	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:549	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:550	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:553	0.0 1.0 0.0
org.apache.commons.lang3.StringUtils:7101	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3276	0.0 5.0 0.0
org.apache.commons.lang3.ArrayUtils:204	0.0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:1403	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1406	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1407	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1409	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1410	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1411	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1412	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1413	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1414	0.0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1416	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.AggregateTranslator:51	0.0 19.0 0.0
org.apache.commons.lang3.text.translate.AggregateTranslator:52	0.0 19.0 0.0
org.apache.commons.lang3.text.translate.AggregateTranslator:53	0.0 19.0 0.0
org.apache.commons.lang3.text.translate.AggregateTranslator:54	0.0 14.0 0.0
org.apache.commons.lang3.text.translate.AggregateTranslator:57	0.0 16.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:55	0.0 8.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:60	0.0 34.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:77	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:87	0.0 25.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:88	0.0 25.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:89	0.0 25.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:90	0.0 25.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:97	0.0 30.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:98	0.0 36.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:122	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.CharSequenceTranslator:80	0.0 4.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:65	0.0 20.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:66	0.0 20.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:70	0.0 20.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:71	0.0 20.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:72	0.0 20.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:73	0.0 20.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:74	0.0 12.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:75	0.0 12.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:78	0.0 19.0 0.0
org.apache.commons.lang3.text.translate.LookupTranslator:67	0.0 10.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:43	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:58	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:44	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:46	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:47	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:48	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:49	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:50	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:51	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:55	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.OctalUnescaper:56	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:104	0.0 8.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:109	0.0 7.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:110	0.0 7.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:115	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:119	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:120	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:121	0.0 5.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:122	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:123	0.0 5.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:124	0.0 5.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:126	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:128	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:118	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:64	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:96	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:105	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:106	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeEscaper:74	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:71	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:79	0.0 12.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:81	0.0 12.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:82	0.0 7.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:83	0.0 7.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:85	0.0 7.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:86	0.0 7.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:96	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:98	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:105	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:107	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:108	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:109	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:118	0.0 6.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:121	0.0 4.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:123	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:124	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:137	0.0 9.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:87	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:88	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:91	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:102	0.0 5.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:119	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:125	0.0 5.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:127	0.0 5.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:132	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:135	0.0 5.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:128	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:129	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:130	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:131	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:92	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:58	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:111	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper:112	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:37	0.0 4.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:39	0.0 4.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:40	0.0 4.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:44	0.0 4.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:48	0.0 4.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:50	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:53	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:54	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:55	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:56	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:57	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:58	0.0 3.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:64	0.0 2.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:45	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:41	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.UnicodeUnescaper:60	0.0 1.0 0.0
org.apache.commons.lang3.text.translate.CodePointTranslator:37	0.0 13.0 0.0
org.apache.commons.lang3.text.translate.CodePointTranslator:38	0.0 13.0 0.0
org.apache.commons.lang3.text.translate.CodePointTranslator:39	0.0 13.0 0.0
org.apache.commons.lang3.text.translate.CodePointTranslator:40	0.0 11.0 0.0
org.apache.commons.lang3.text.translate.CodePointTranslator:42	0.0 11.0 0.0
