org.apache.commons.math3.optimization.direct.CMAESOptimizer:482	1.0 0.0 1.0
org.apache.commons.math3.linear.AbstractRealMatrix:522	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:523	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:527	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:528	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:530	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:534	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:535	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:536	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:537	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:538	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:541	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:559	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:560	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:561	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:562	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:563	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:566	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:598	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:599	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:600	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:601	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:611	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:616	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:873	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:289	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:290	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:294	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:295	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:299	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:606	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.AbstractRealMatrix:607	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:61	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:62	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:63	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:79	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:80	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:81	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:101	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:102	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:105	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:108	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:109	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:112	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:113	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:116	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:117	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:121	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:123	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:145	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:254	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:272	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:273	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:276	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:279	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:280	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:281	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:285	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:286	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:289	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:290	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:291	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:294	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:296	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:300	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:306	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:307	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:314	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:315	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:316	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:339	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:345	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:410	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:411	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:412	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:413	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:414	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:415	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:416	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:419	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:528	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:529	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:531	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:532	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:534	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:547	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.Array2DRowRealMatrix:548	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.ArrayRealVector:43	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.ArrayRealVector:85	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.ArrayRealVector:86	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.ArrayRealVector:87	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.ArrayRealVector:600	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.ArrayRealVector:610	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor:30	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor:34	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor:41	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:81	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:115	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:116	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:117	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:118	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:123	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:192	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:193	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:194	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:195	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:196	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:208	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:223	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:224	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:225	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:226	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:227	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:231	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:247	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:249	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:251	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:252	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:254	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:259	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:555	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:556	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:557	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:558	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:567	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:568	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:569	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:570	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:571	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:572	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:576	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:577	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:580	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:581	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:582	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:583	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:585	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:590	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:591	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:592	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:595	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:596	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:601	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:602	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:605	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:612	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:668	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:672	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:673	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:674	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:675	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:681	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:693	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:694	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:695	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:696	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:700	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:701	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:702	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:707	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:708	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:709	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:710	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:711	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:713	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.EigenDecomposition:715	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:52	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:58	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:81	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:130	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:134	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:216	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:217	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:218	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:220	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:339	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:342	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:343	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:344	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:345	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:347	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:389	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:390	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:391	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:402	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:407	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:418	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:422	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:506	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:511	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:523	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:528	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:541	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.MatrixUtils:545	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealLinearOperator:53	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:99	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:101	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:115	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:117	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:133	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:134	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:135	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:136	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:137	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:138	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:139	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:140	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:142	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:143	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:207	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:215	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealMatrixFormat:224	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVector:60	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVector:1141	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:82	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:83	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:106	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:107	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:108	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:109	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:110	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:111	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:112	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:113	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:114	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:162	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.RealVectorFormat:171	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:62	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:63	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:68	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:69	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:70	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:71	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:72	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:73	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:74	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:77	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:78	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:86	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:87	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:89	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:98	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:99	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:100	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:103	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:126	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:127	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:131	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:175	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:185	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:193	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:194	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:195	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:252	1.0 13.0 0.2672612419124244
org.apache.commons.math3.linear.TriDiagonalTransformer:253	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.AbstractConvergenceChecker:85	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.AbstractConvergenceChecker:92	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.PointValuePair:73	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.PointValuePair:74	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.SimpleValueChecker:34	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.SimpleValueChecker:77	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.SimpleValueChecker:78	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.SimpleValueChecker:79	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.SimpleValueChecker:80	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.SimpleValueChecker:81	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:72	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:82	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:95	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:98	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:99	1.0 13.0 0.2672612419124244
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer:155	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:85	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:86	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:87	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:99	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:101	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:102	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:103	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:104	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:105	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:106	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:107	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:109	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:110	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.BitsStreamGenerator:113	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:233	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:234	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:235	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:236	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:237	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:238	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:239	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:241	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:242	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:243	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:244	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:245	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:247	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:248	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:250	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:253	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:256	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:257	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:258	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:259	1.0 13.0 0.2672612419124244
org.apache.commons.math3.random.MersenneTwister:261	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.CompositeFormat:43	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.CompositeFormat:54	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.CompositeFormat:55	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.CompositeFormat:56	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.FastMathLiteralArrays:29	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.FastMathLiteralArrays:1535	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.FastMathLiteralArrays:3043	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.FastMathLiteralArrays:4074	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.FastMathLiteralArrays:5103	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.FastMathLiteralArrays:6174	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Incrementor:105	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Incrementor:155	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Incrementor:158	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.MathUtils:264	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.MathUtils:267	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Pair:65	1.0 13.0 0.2672612419124244
org.apache.commons.math3.util.Pair:74	1.0 13.0 0.2672612419124244
