org.joda.time.base.AbstractDuration:80	1.0 1.0 0.5
org.joda.time.chrono.BaseChronology:104	0 11.0 0.0
org.joda.time.chrono.BaseChronology:105	0 11.0 0.0
org.joda.time.chrono.BaseChronology:193	0 2.0 0.0
org.joda.time.field.MillisDurationField:49	0 1553.0 0.0
org.joda.time.field.MillisDurationField:121	0 30.0 0.0
org.joda.time.DurationFieldType:216	0 36.0 0.0
org.joda.time.DurationFieldType:243	0 19.0 0.0
org.joda.time.DurationFieldType:282	0 13.0 0.0
org.joda.time.DurationFieldType:270	0 7.0 0.0
org.joda.time.DurationFieldType:272	0 3.0 0.0
org.joda.time.DurationFieldType:268	0 6.0 0.0
org.joda.time.DurationFieldType:303	0 2.0 0.0
org.joda.time.DurationFieldType:311	0 2.0 0.0
org.joda.time.DurationFieldType:313	0 2.0 0.0
org.joda.time.DurationFieldType:315	0 2.0 0.0
org.joda.time.DurationFieldType:317	0 2.0 0.0
org.joda.time.DurationFieldType:321	0 2.0 0.0
org.joda.time.DurationFieldType:323	0 2.0 0.0
org.joda.time.DurationFieldType:325	0 2.0 0.0
org.joda.time.DurationFieldType:327	0 2.0 0.0
org.joda.time.field.BaseDurationField:55	0 1562.0 0.0
org.joda.time.field.BaseDurationField:38	0 135.0 0.0
org.joda.time.field.BaseDurationField:146	0 135.0 0.0
org.joda.time.field.BaseDurationField:147	0 135.0 0.0
org.joda.time.field.BaseDurationField:149	0 135.0 0.0
org.joda.time.field.BaseDurationField:152	0 135.0 0.0
org.joda.time.field.BaseDurationField:155	0 128.0 0.0
org.joda.time.field.BaseDurationField:153	0 17.0 0.0
org.joda.time.field.BaseDurationField:59	0 8.0 0.0
org.joda.time.field.BaseDurationField:150	0 6.0 0.0
org.joda.time.field.PreciseDurationField:142	0 1553.0 0.0
org.joda.time.field.PreciseDurationField:143	0 1553.0 0.0
org.joda.time.field.PreciseDurationField:144	0 1553.0 0.0
org.joda.time.field.PreciseDurationField:145	0 1553.0 0.0
org.joda.time.field.PreciseDurationField:109	0 53.0 0.0
org.joda.time.field.PreciseDurationField:110	0 53.0 0.0
org.joda.time.format.FormatUtils:63	0 254.0 0.0
org.joda.time.format.FormatUtils:64	0 254.0 0.0
org.joda.time.format.FormatUtils:66	0 254.0 0.0
org.joda.time.format.FormatUtils:50	0 292.0 0.0
org.joda.time.format.FormatUtils:62	0 292.0 0.0
org.joda.time.format.FormatUtils:92	0 292.0 0.0
org.joda.time.format.FormatUtils:31	0 368.0 0.0
org.joda.time.format.FormatUtils:67	0 220.0 0.0
org.joda.time.format.FormatUtils:68	0 174.0 0.0
org.joda.time.format.FormatUtils:74	0 174.0 0.0
org.joda.time.format.FormatUtils:75	0 174.0 0.0
org.joda.time.format.FormatUtils:77	0 174.0 0.0
org.joda.time.format.FormatUtils:78	0 174.0 0.0
org.joda.time.format.FormatUtils:236	0 89.0 0.0
org.joda.time.format.FormatUtils:245	0 89.0 0.0
org.joda.time.format.FormatUtils:246	0 85.0 0.0
org.joda.time.format.FormatUtils:258	0 89.0 0.0
org.joda.time.format.FormatUtils:336	0 80.0 0.0
org.joda.time.format.FormatUtils:343	0 80.0 0.0
org.joda.time.format.FormatUtils:80	0 174.0 0.0
org.joda.time.format.FormatUtils:82	0 170.0 0.0
org.joda.time.format.FormatUtils:83	0 170.0 0.0
org.joda.time.format.FormatUtils:87	0 174.0 0.0
org.joda.time.format.FormatUtils:90	0 174.0 0.0
org.joda.time.format.FormatUtils:357	0 8.0 0.0
org.joda.time.format.FormatUtils:359	0 8.0 0.0
org.joda.time.format.FormatUtils:360	0 8.0 0.0
org.joda.time.format.FormatUtils:365	0 8.0 0.0
org.joda.time.format.FormatUtils:369	0 4.0 0.0
org.joda.time.format.FormatUtils:373	0 4.0 0.0
org.joda.time.format.FormatUtils:352	0 48.0 0.0
org.joda.time.format.FormatUtils:353	0 48.0 0.0
org.joda.time.format.FormatUtils:247	0 8.0 0.0
org.joda.time.format.FormatUtils:251	0 7.0 0.0
org.joda.time.format.FormatUtils:252	0 7.0 0.0
org.joda.time.format.FormatUtils:254	0 7.0 0.0
org.joda.time.format.FormatUtils:255	0 7.0 0.0
org.joda.time.format.FormatUtils:81	0 4.0 0.0
org.joda.time.format.FormatUtils:237	0 3.0 0.0
org.joda.time.format.FormatUtils:238	0 3.0 0.0
org.joda.time.format.FormatUtils:239	0 3.0 0.0
org.joda.time.format.FormatUtils:337	0 2.0 0.0
org.joda.time.format.FormatUtils:338	0 2.0 0.0
org.joda.time.format.FormatUtils:256	0 2.0 0.0
org.joda.time.format.FormatUtils:269	0 2.0 0.0
org.joda.time.format.FormatUtils:270	0 2.0 0.0
org.joda.time.format.FormatUtils:271	0 2.0 0.0
org.joda.time.format.FormatUtils:273	0 1.0 0.0
org.joda.time.format.FormatUtils:275	0 2.0 0.0
org.joda.time.format.FormatUtils:144	0 1.0 0.0
org.joda.time.format.FormatUtils:156	0 1.0 0.0
org.joda.time.format.FormatUtils:157	0 1.0 0.0
org.joda.time.format.FormatUtils:158	0 1.0 0.0
org.joda.time.format.FormatUtils:160	0 1.0 0.0
org.joda.time.format.FormatUtils:186	0 1.0 0.0
org.joda.time.format.FormatUtils:288	0 1.0 0.0
org.joda.time.format.FormatUtils:297	0 1.0 0.0
org.joda.time.format.FormatUtils:298	0 1.0 0.0
org.joda.time.format.FormatUtils:310	0 1.0 0.0
org.joda.time.format.FormatUtils:366	0 4.0 0.0
org.joda.time.PeriodType:836	0 138.0 0.0
org.joda.time.PeriodType:835	0 147.0 0.0
org.joda.time.PeriodType:462	0 37.0 0.0
org.joda.time.PeriodType:463	0 37.0 0.0
org.joda.time.PeriodType:464	0 37.0 0.0
org.joda.time.PeriodType:469	0 37.0 0.0
org.joda.time.PeriodType:471	0 37.0 0.0
org.joda.time.PeriodType:305	0 25.0 0.0
org.joda.time.PeriodType:306	0 25.0 0.0
org.joda.time.PeriodType:307	0 25.0 0.0
org.joda.time.PeriodType:316	0 25.0 0.0
org.joda.time.PeriodType:318	0 25.0 0.0
org.joda.time.PeriodType:648	0 349.0 0.0
org.joda.time.PeriodType:649	0 349.0 0.0
org.joda.time.PeriodType:650	0 346.0 0.0
org.joda.time.PeriodType:653	0 133.0 0.0
org.joda.time.PeriodType:251	0 86.0 0.0
org.joda.time.PeriodType:252	0 86.0 0.0
org.joda.time.PeriodType:253	0 86.0 0.0
org.joda.time.PeriodType:262	0 86.0 0.0
org.joda.time.PeriodType:264	0 86.0 0.0
org.joda.time.PeriodType:638	0 78.0 0.0
org.joda.time.PeriodType:444	0 37.0 0.0
org.joda.time.PeriodType:445	0 37.0 0.0
org.joda.time.PeriodType:446	0 37.0 0.0
org.joda.time.PeriodType:451	0 37.0 0.0
org.joda.time.PeriodType:453	0 37.0 0.0
org.joda.time.PeriodType:688	0 20.0 0.0
org.joda.time.PeriodType:689	0 20.0 0.0
org.joda.time.PeriodType:692	0 19.0 0.0
org.joda.time.PeriodType:693	0 19.0 0.0
org.joda.time.PeriodType:390	0 36.0 0.0
org.joda.time.PeriodType:391	0 36.0 0.0
org.joda.time.PeriodType:392	0 36.0 0.0
org.joda.time.PeriodType:397	0 36.0 0.0
org.joda.time.PeriodType:399	0 36.0 0.0
org.joda.time.PeriodType:354	0 25.0 0.0
org.joda.time.PeriodType:355	0 25.0 0.0
org.joda.time.PeriodType:356	0 25.0 0.0
org.joda.time.PeriodType:361	0 25.0 0.0
org.joda.time.PeriodType:363	0 25.0 0.0
org.joda.time.PeriodType:163	0 9.0 0.0
org.joda.time.PeriodType:164	0 9.0 0.0
org.joda.time.PeriodType:165	0 9.0 0.0
org.joda.time.PeriodType:173	0 9.0 0.0
org.joda.time.PeriodType:175	0 9.0 0.0
org.joda.time.PeriodType:408	0 40.0 0.0
org.joda.time.PeriodType:409	0 40.0 0.0
org.joda.time.PeriodType:410	0 40.0 0.0
org.joda.time.PeriodType:415	0 40.0 0.0
org.joda.time.PeriodType:417	0 40.0 0.0
org.joda.time.PeriodType:193	0 10.0 0.0
org.joda.time.PeriodType:194	0 10.0 0.0
org.joda.time.PeriodType:195	0 10.0 0.0
org.joda.time.PeriodType:205	0 10.0 0.0
org.joda.time.PeriodType:207	0 10.0 0.0
org.joda.time.PeriodType:372	0 23.0 0.0
org.joda.time.PeriodType:373	0 23.0 0.0
org.joda.time.PeriodType:374	0 23.0 0.0
org.joda.time.PeriodType:379	0 23.0 0.0
org.joda.time.PeriodType:381	0 23.0 0.0
org.joda.time.PeriodType:426	0 38.0 0.0
org.joda.time.PeriodType:427	0 38.0 0.0
org.joda.time.PeriodType:428	0 38.0 0.0
org.joda.time.PeriodType:433	0 38.0 0.0
org.joda.time.PeriodType:435	0 38.0 0.0
org.joda.time.PeriodType:608	0 26.0 0.0
org.joda.time.PeriodType:779	0 6.0 0.0
org.joda.time.PeriodType:788	0 19.0 0.0
org.joda.time.PeriodType:799	0 26.0 0.0
org.joda.time.PeriodType:800	0 26.0 0.0
org.joda.time.PeriodType:804	0 26.0 0.0
org.joda.time.PeriodType:805	0 26.0 0.0
org.joda.time.PeriodType:806	0 26.0 0.0
org.joda.time.PeriodType:807	0 25.0 0.0
org.joda.time.PeriodType:808	0 26.0 0.0
org.joda.time.PeriodType:813	0 26.0 0.0
org.joda.time.PeriodType:814	0 26.0 0.0
org.joda.time.PeriodType:815	0 26.0 0.0
org.joda.time.PeriodType:816	0 25.0 0.0
org.joda.time.PeriodType:817	0 26.0 0.0
org.joda.time.PeriodType:818	0 12.0 0.0
org.joda.time.PeriodType:820	0 26.0 0.0
org.joda.time.PeriodType:823	0 26.0 0.0
org.joda.time.PeriodType:134	0 22.0 0.0
org.joda.time.PeriodType:135	0 22.0 0.0
org.joda.time.PeriodType:136	0 22.0 0.0
org.joda.time.PeriodType:146	0 22.0 0.0
org.joda.time.PeriodType:148	0 22.0 0.0
org.joda.time.PeriodType:480	0 19.0 0.0
org.joda.time.PeriodType:481	0 19.0 0.0
org.joda.time.PeriodType:482	0 19.0 0.0
org.joda.time.PeriodType:487	0 19.0 0.0
org.joda.time.PeriodType:489	0 19.0 0.0
org.joda.time.PeriodType:725	0 1.0 0.0
org.joda.time.PeriodType:809	0 7.0 0.0
org.joda.time.PeriodType:752	0 1.0 0.0
org.joda.time.PeriodType:838	0 12.0 0.0
org.joda.time.PeriodType:841	0 12.0 0.0
org.joda.time.PeriodType:842	0 12.0 0.0
org.joda.time.PeriodType:770	0 1.0 0.0
org.joda.time.PeriodType:743	0 1.0 0.0
org.joda.time.PeriodType:333	0 7.0 0.0
org.joda.time.PeriodType:334	0 7.0 0.0
org.joda.time.PeriodType:335	0 7.0 0.0
org.joda.time.PeriodType:343	0 7.0 0.0
org.joda.time.PeriodType:345	0 7.0 0.0
org.joda.time.PeriodType:761	0 1.0 0.0
org.joda.time.PeriodType:734	0 1.0 0.0
org.joda.time.PeriodType:690	0 2.0 0.0
org.joda.time.PeriodType:707	0 4.0 0.0
org.joda.time.PeriodType:710	0 4.0 0.0
org.joda.time.PeriodType:711	0 4.0 0.0
org.joda.time.PeriodType:712	0 4.0 0.0
org.joda.time.PeriodType:714	0 4.0 0.0
org.joda.time.PeriodType:715	0 4.0 0.0
org.joda.time.PeriodType:222	0 1.0 0.0
org.joda.time.PeriodType:223	0 1.0 0.0
org.joda.time.PeriodType:224	0 1.0 0.0
org.joda.time.PeriodType:232	0 1.0 0.0
org.joda.time.PeriodType:234	0 1.0 0.0
org.joda.time.PeriodType:278	0 1.0 0.0
org.joda.time.PeriodType:279	0 1.0 0.0
org.joda.time.PeriodType:280	0 1.0 0.0
org.joda.time.PeriodType:287	0 1.0 0.0
org.joda.time.PeriodType:289	0 1.0 0.0
org.joda.time.PeriodType:502	0 1.0 0.0
org.joda.time.PeriodType:505	0 1.0 0.0
org.joda.time.PeriodType:506	0 1.0 0.0
org.joda.time.PeriodType:510	0 1.0 0.0
org.joda.time.PeriodType:511	0 1.0 0.0
org.joda.time.PeriodType:512	0 1.0 0.0
org.joda.time.PeriodType:513	0 1.0 0.0
org.joda.time.PeriodType:514	0 1.0 0.0
org.joda.time.PeriodType:515	0 1.0 0.0
org.joda.time.PeriodType:516	0 1.0 0.0
org.joda.time.PeriodType:517	0 1.0 0.0
org.joda.time.PeriodType:518	0 1.0 0.0
org.joda.time.PeriodType:519	0 1.0 0.0
org.joda.time.PeriodType:520	0 1.0 0.0
org.joda.time.PeriodType:521	0 1.0 0.0
org.joda.time.PeriodType:522	0 1.0 0.0
org.joda.time.PeriodType:523	0 1.0 0.0
org.joda.time.PeriodType:524	0 1.0 0.0
org.joda.time.PeriodType:525	0 1.0 0.0
org.joda.time.PeriodType:526	0 1.0 0.0
org.joda.time.PeriodType:527	0 1.0 0.0
org.joda.time.PeriodType:528	0 1.0 0.0
org.joda.time.PeriodType:530	0 1.0 0.0
org.joda.time.PeriodType:531	0 1.0 0.0
org.joda.time.PeriodType:532	0 1.0 0.0
org.joda.time.PeriodType:533	0 1.0 0.0
org.joda.time.PeriodType:851	0 1.0 0.0
org.joda.time.PeriodType:852	0 1.0 0.0
org.joda.time.PeriodType:853	0 1.0 0.0
org.joda.time.PeriodType:855	0 1.0 0.0
org.joda.time.PeriodType:708	0 2.0 0.0
org.joda.time.base.BaseDuration:73	0 3.0 0.0
org.joda.time.base.BaseDuration:74	0 3.0 0.0
org.joda.time.base.BaseDuration:75	0 3.0 0.0
org.joda.time.base.BaseDuration:200	0 1.0 0.0
org.joda.time.base.BaseDuration:164	0 1.0 0.0
org.joda.time.base.BaseDuration:259	0 1.0 0.0
org.joda.time.base.BaseDuration:269	0 1.0 0.0
org.joda.time.base.BaseDuration:232	0 1.0 0.0
org.joda.time.base.BaseDuration:103	0 1.0 0.0
org.joda.time.base.BaseDuration:104	0 1.0 0.0
org.joda.time.base.BaseDuration:105	0 1.0 0.0
org.joda.time.base.BaseDuration:106	0 1.0 0.0
org.joda.time.base.BaseDuration:144	0 1.0 0.0
org.joda.time.base.BaseDuration:216	0 1.0 0.0
org.joda.time.base.BaseDuration:185	0 1.0 0.0
org.joda.time.base.BaseDuration:125	0 1.0 0.0
org.joda.time.base.BaseDuration:126	0 1.0 0.0
org.joda.time.base.BaseDuration:249	0 1.0 0.0
org.joda.time.DateTimeUtils:269	0 682.0 0.0
org.joda.time.DateTimeUtils:272	0 682.0 0.0
org.joda.time.DateTimeUtils:289	0 405.0 0.0
org.joda.time.DateTimeUtils:146	0 333.0 0.0
org.joda.time.DateTimeUtils:149	0 308.0 0.0
org.joda.time.DateTimeUtils:164	0 304.0 0.0
org.joda.time.DateTimeUtils:167	0 280.0 0.0
org.joda.time.DateTimeUtils:168	0 280.0 0.0
org.joda.time.DateTimeUtils:171	0 280.0 0.0
org.joda.time.DateTimeUtils:303	0 57.0 0.0
org.joda.time.DateTimeUtils:306	0 36.0 0.0
org.joda.time.DateTimeUtils:56	0 187.0 0.0
org.joda.time.DateTimeUtils:187	0 25.0 0.0
org.joda.time.DateTimeUtils:188	0 25.0 0.0
org.joda.time.DateTimeUtils:189	0 21.0 0.0
org.joda.time.DateTimeUtils:193	0 25.0 0.0
org.joda.time.DateTimeUtils:196	0 25.0 0.0
org.joda.time.DateTimeUtils:147	0 46.0 0.0
org.joda.time.DateTimeUtils:165	0 27.0 0.0
org.joda.time.DateTimeUtils:190	0 4.0 0.0
org.joda.time.DateTimeUtils:191	0 4.0 0.0
org.joda.time.DateTimeUtils:234	0 11.0 0.0
org.joda.time.DateTimeUtils:238	0 11.0 0.0
org.joda.time.DateTimeUtils:270	0 21.0 0.0
org.joda.time.DateTimeUtils:304	0 21.0 0.0
org.joda.time.DateTimeUtils:235	0 2.0 0.0
org.joda.time.DateTimeUtils:236	0 2.0 0.0
org.joda.time.DateTimeUtils:334	0 24.0 0.0
org.joda.time.DateTimeUtils:337	0 24.0 0.0
org.joda.time.DateTimeUtils:338	0 24.0 0.0
org.joda.time.DateTimeUtils:339	0 24.0 0.0
org.joda.time.DateTimeUtils:340	0 24.0 0.0
org.joda.time.DateTimeUtils:341	0 24.0 0.0
org.joda.time.DateTimeUtils:345	0 24.0 0.0
org.joda.time.DateTimeUtils:347	0 22.0 0.0
org.joda.time.DateTimeUtils:211	0 1.0 0.0
org.joda.time.DateTimeUtils:214	0 1.0 0.0
org.joda.time.DateTimeUtils:215	0 1.0 0.0
org.joda.time.DateTimeUtils:218	0 1.0 0.0
org.joda.time.DateTimeUtils:365	0 8.0 0.0
org.joda.time.DateTimeUtils:366	0 8.0 0.0
org.joda.time.DateTimeUtils:342	0 3.0 0.0
org.joda.time.DateTimeUtils:423	0 172.0 0.0
org.joda.time.DateTimeUtils:399	0 15.0 0.0
org.joda.time.Duration:282	0 3.0 0.0
org.joda.time.Duration:187	0 3.0 0.0
org.joda.time.Duration:188	0 3.0 0.0
org.joda.time.Duration:389	0 17.0 0.0
org.joda.time.Duration:390	0 7.0 0.0
org.joda.time.Duration:438	0 3.0 0.0
org.joda.time.Duration:441	0 2.0 0.0
org.joda.time.Duration:408	0 6.0 0.0
org.joda.time.Duration:409	0 2.0 0.0
org.joda.time.Duration:247	0 2.0 0.0
org.joda.time.Duration:327	0 2.0 0.0
org.joda.time.Duration:328	0 2.0 0.0
org.joda.time.Duration:454	0 2.0 0.0
org.joda.time.Duration:265	0 2.0 0.0
org.joda.time.Duration:344	0 2.0 0.0
org.joda.time.Duration:345	0 2.0 0.0
org.joda.time.Duration:293	0 1.0 0.0
org.joda.time.Duration:425	0 2.0 0.0
org.joda.time.Duration:392	0 10.0 0.0
org.joda.time.Duration:393	0 10.0 0.0
org.joda.time.Duration:394	0 10.0 0.0
org.joda.time.Duration:411	0 4.0 0.0
org.joda.time.Duration:229	0 2.0 0.0
org.joda.time.Duration:310	0 2.0 0.0
org.joda.time.Duration:311	0 2.0 0.0
org.joda.time.Duration:360	0 2.0 0.0
org.joda.time.Duration:361	0 2.0 0.0
org.joda.time.Duration:372	0 2.0 0.0
org.joda.time.Duration:375	0 1.0 0.0
org.joda.time.Duration:59	0 1.0 0.0
org.joda.time.Duration:209	0 1.0 0.0
org.joda.time.Duration:210	0 1.0 0.0
org.joda.time.Duration:467	0 3.0 0.0
org.joda.time.Duration:468	0 1.0 0.0
org.joda.time.Duration:439	0 1.0 0.0
org.joda.time.Duration:470	0 2.0 0.0
org.joda.time.Duration:373	0 1.0 0.0
org.joda.time.base.AbstractPeriod:115	0 349.0 0.0
org.joda.time.base.AbstractPeriod:91	0 85.0 0.0
org.joda.time.base.AbstractPeriod:92	0 85.0 0.0
org.joda.time.base.AbstractPeriod:95	0 85.0 0.0
org.joda.time.base.AbstractPeriod:73	0 118.0 0.0
org.joda.time.base.AbstractPeriod:74	0 118.0 0.0
org.joda.time.base.AbstractPeriod:75	0 118.0 0.0
org.joda.time.base.AbstractPeriod:77	0 118.0 0.0
org.joda.time.base.AbstractPeriod:161	0 81.0 0.0
org.joda.time.base.AbstractPeriod:164	0 80.0 0.0
org.joda.time.base.AbstractPeriod:167	0 80.0 0.0
org.joda.time.base.AbstractPeriod:168	0 80.0 0.0
org.joda.time.base.AbstractPeriod:171	0 80.0 0.0
org.joda.time.base.AbstractPeriod:172	0 80.0 0.0
org.joda.time.base.AbstractPeriod:176	0 80.0 0.0
org.joda.time.base.AbstractPeriod:206	0 12.0 0.0
org.joda.time.base.AbstractPeriod:105	0 1.0 0.0
org.joda.time.base.AbstractPeriod:218	0 2.0 0.0
org.joda.time.base.AbstractPeriod:221	0 1.0 0.0
org.joda.time.base.AbstractPeriod:125	0 56.0 0.0
org.joda.time.base.AbstractPeriod:93	0 8.0 0.0
org.joda.time.base.AbstractPeriod:162	0 3.0 0.0
org.joda.time.base.AbstractPeriod:136	0 4.0 0.0
org.joda.time.base.AbstractPeriod:165	0 2.0 0.0
org.joda.time.base.AbstractPeriod:169	0 2.0 0.0
org.joda.time.base.AbstractPeriod:173	0 2.0 0.0
org.joda.time.base.AbstractPeriod:185	0 2.0 0.0
org.joda.time.base.AbstractPeriod:186	0 2.0 0.0
org.joda.time.base.AbstractPeriod:187	0 2.0 0.0
org.joda.time.base.AbstractPeriod:188	0 2.0 0.0
org.joda.time.base.AbstractPeriod:190	0 2.0 0.0
org.joda.time.base.AbstractPeriod:219	0 1.0 0.0
org.joda.time.base.AbstractPeriod:57	0 1.0 0.0
org.joda.time.base.AbstractPeriod:58	0 1.0 0.0
org.joda.time.base.AbstractPeriod:59	0 1.0 0.0
org.joda.time.base.AbstractPeriod:61	0 1.0 0.0
org.joda.time.chrono.ISOChronology:107	0 1439.0 0.0
org.joda.time.chrono.ISOChronology:108	0 1439.0 0.0
org.joda.time.chrono.ISOChronology:133	0 1508.0 0.0
org.joda.time.chrono.ISOChronology:77	0 926.0 0.0
org.joda.time.chrono.ISOChronology:190	0 108.0 0.0
org.joda.time.chrono.ISOChronology:200	0 11.0 0.0
org.joda.time.chrono.ISOChronology:208	0 3.0 0.0
org.joda.time.chrono.ISOChronology:143	0 27.0 0.0
org.joda.time.chrono.ISOChronology:146	0 27.0 0.0
org.joda.time.chrono.ISOChronology:149	0 25.0 0.0
org.joda.time.chrono.ISOChronology:144	0 4.0 0.0
org.joda.time.chrono.ISOChronology:147	0 10.0 0.0
org.joda.time.chrono.ISOChronology:97	0 4.0 0.0
org.joda.time.chrono.ISOChronology:216	0 3.0 0.0
org.joda.time.chrono.ISOChronology:217	0 3.0 0.0
org.joda.time.chrono.ISOChronology:218	0 3.0 0.0
org.joda.time.chrono.ISOChronology:221	0 3.0 0.0
org.joda.time.chrono.ISOChronology:225	0 3.0 0.0
org.joda.time.chrono.ISOChronology:226	0 3.0 0.0
org.joda.time.chrono.ISOChronology:231	0 3.0 0.0
org.joda.time.chrono.ISOChronology:232	0 3.0 0.0
org.joda.time.chrono.AssembledChronology:315	0 1562.0 0.0
org.joda.time.chrono.AssembledChronology:131	0 883.0 0.0
org.joda.time.chrono.AssembledChronology:136	0 639.0 0.0
org.joda.time.chrono.AssembledChronology:133	0 367.0 0.0
org.joda.time.chrono.AssembledChronology:118	0 57.0 0.0
org.joda.time.chrono.AssembledChronology:120	0 56.0 0.0
org.joda.time.chrono.AssembledChronology:389	0 9.0 0.0
org.joda.time.chrono.AssembledChronology:390	0 9.0 0.0
org.joda.time.chrono.AssembledChronology:391	0 9.0 0.0
org.joda.time.chrono.AssembledChronology:146	0 66.0 0.0
org.joda.time.chrono.AssembledChronology:148	0 66.0 0.0
org.joda.time.chrono.AssembledChronology:151	0 66.0 0.0
org.joda.time.chrono.AssembledChronology:122	0 11.0 0.0
org.joda.time.field.ScaledDurationField:109	0 1549.0 0.0
org.joda.time.field.ScaledDurationField:147	0 1553.0 0.0
org.joda.time.field.ScaledDurationField:148	0 1553.0 0.0
org.joda.time.field.ScaledDurationField:149	0 1553.0 0.0
org.joda.time.field.ScaledDurationField:150	0 1553.0 0.0
org.joda.time.field.ScaledDurationField:151	0 1553.0 0.0
org.joda.time.field.UnsupportedDurationField:218	0 1549.0 0.0
org.joda.time.field.UnsupportedDurationField:83	0 2.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:328	0 1553.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:309	0 1566.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:72	0 825.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:292	0 915.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:294	0 915.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:296	0 915.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:297	0 915.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:298	0 915.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:303	0 915.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:333	0 164.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:338	0 165.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:92	0 384.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:98	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:103	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:104	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:112	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:113	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:114	0 378.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:115	0 378.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:136	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:137	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:138	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:144	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:146	0 383.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:151	0 37.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:152	0 37.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:153	0 37.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:139	0 7.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:237	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:241	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:242	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:243	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:244	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:246	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:250	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:252	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:254	0 7.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:256	0 7.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:260	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:265	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:267	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:270	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:271	0 10.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:274	0 73.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:300	0 6.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:343	0 54.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:344	0 54.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:345	0 54.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:238	0 6.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:206	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:209	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:210	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:211	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:212	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:214	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:215	0 5.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:93	0 6.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:117	0 14.0 0.0
org.joda.time.chrono.BasicMonthOfYearDateTimeField:118	0 14.0 0.0
