org.jfree.chart.plot.MultiplePiePlot:166	1.0 0.0 1.0
org.jfree.chart.title.LegendTitle:417	0 21.0 0.0
org.jfree.chart.title.LegendTitle:419	0 21.0 0.0
org.jfree.chart.title.LegendTitle:420	0 21.0 0.0
org.jfree.chart.title.LegendTitle:421	0 21.0 0.0
org.jfree.chart.title.LegendTitle:422	0 21.0 0.0
org.jfree.chart.title.LegendTitle:423	0 21.0 0.0
org.jfree.chart.title.LegendTitle:424	0 21.0 0.0
org.jfree.chart.title.LegendTitle:425	0 21.0 0.0
org.jfree.chart.title.LegendTitle:426	0 21.0 0.0
org.jfree.chart.title.LegendTitle:427	0 21.0 0.0
org.jfree.chart.title.LegendTitle:428	0 21.0 0.0
org.jfree.chart.title.LegendTitle:429	0 21.0 0.0
org.jfree.chart.title.LegendTitle:431	0 21.0 0.0
org.jfree.chart.title.LegendTitle:434	0 21.0 0.0
org.jfree.chart.title.LegendTitle:435	0 21.0 0.0
org.jfree.chart.title.LegendTitle:436	0 21.0 0.0
org.jfree.chart.title.LegendTitle:437	0 21.0 0.0
org.jfree.chart.title.LegendTitle:439	0 21.0 0.0
org.jfree.chart.title.LegendTitle:440	0 21.0 0.0
org.jfree.chart.title.LegendTitle:441	0 21.0 0.0
org.jfree.chart.title.LegendTitle:442	0 21.0 0.0
org.jfree.chart.title.LegendTitle:444	0 21.0 0.0
org.jfree.chart.title.LegendTitle:445	0 21.0 0.0
org.jfree.chart.title.LegendTitle:447	0 21.0 0.0
org.jfree.chart.title.LegendTitle:469	0 32.0 0.0
org.jfree.chart.title.LegendTitle:470	0 32.0 0.0
org.jfree.chart.title.LegendTitle:471	0 32.0 0.0
org.jfree.chart.title.LegendTitle:474	0 21.0 0.0
org.jfree.chart.title.LegendTitle:475	0 21.0 0.0
org.jfree.chart.title.LegendTitle:476	0 21.0 0.0
org.jfree.chart.title.LegendTitle:478	0 21.0 0.0
org.jfree.chart.title.LegendTitle:479	0 21.0 0.0
org.jfree.chart.title.LegendTitle:480	0 21.0 0.0
org.jfree.chart.title.LegendTitle:481	0 21.0 0.0
org.jfree.chart.title.LegendTitle:482	0 21.0 0.0
org.jfree.chart.title.LegendTitle:507	0 32.0 0.0
org.jfree.chart.title.LegendTitle:508	0 32.0 0.0
org.jfree.chart.title.LegendTitle:509	0 32.0 0.0
org.jfree.chart.title.LegendTitle:510	0 32.0 0.0
org.jfree.chart.title.LegendTitle:511	0 32.0 0.0
org.jfree.chart.title.LegendTitle:513	0 32.0 0.0
org.jfree.chart.title.LegendTitle:514	0 32.0 0.0
org.jfree.chart.title.LegendTitle:515	0 32.0 0.0
org.jfree.chart.title.LegendTitle:516	0 32.0 0.0
org.jfree.chart.title.LegendTitle:517	0 32.0 0.0
org.jfree.chart.title.LegendTitle:518	0 32.0 0.0
org.jfree.chart.title.LegendTitle:520	0 32.0 0.0
org.jfree.chart.title.LegendTitle:521	0 32.0 0.0
org.jfree.chart.title.LegendTitle:472	0 11.0 0.0
org.jfree.chart.title.LegendTitle:544	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:547	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:550	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:551	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:554	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:557	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:560	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:563	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:566	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:569	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:572	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:575	0.0 9.0 0.0
org.jfree.chart.title.LegendTitle:196	0 1.0 0.0
org.jfree.chart.title.LegendTitle:586	0 8.0 0.0
org.jfree.chart.title.LegendTitle:587	0 8.0 0.0
org.jfree.chart.title.LegendTitle:588	0 8.0 0.0
org.jfree.chart.title.LegendTitle:589	0 8.0 0.0
org.jfree.chart.title.LegendTitle:601	0 8.0 0.0
org.jfree.chart.title.LegendTitle:602	0 8.0 0.0
org.jfree.chart.title.LegendTitle:603	0 8.0 0.0
org.jfree.chart.title.LegendTitle:604	0 8.0 0.0
org.jfree.chart.util.TableOrder:91	0 1.0 0.0
org.jfree.chart.util.TableOrder:94	0 1.0 0.0
org.jfree.chart.util.TableOrder:97	0 1.0 0.0
org.jfree.chart.util.TableOrder:98	0 1.0 0.0
org.jfree.chart.util.TableOrder:99	0 1.0 0.0
org.jfree.chart.util.TableOrder:101	0 1.0 0.0
org.jfree.chart.util.TableOrder:121	0 1.0 0.0
org.jfree.chart.util.TableOrder:124	0 1.0 0.0
org.jfree.chart.util.TableOrder:125	0 1.0 0.0
org.jfree.chart.PaintMap:144	0 9.0 0.0
org.jfree.chart.PaintMap:147	0 9.0 0.0
org.jfree.chart.PaintMap:150	0 9.0 0.0
org.jfree.chart.PaintMap:151	0 9.0 0.0
org.jfree.chart.PaintMap:154	0 9.0 0.0
org.jfree.chart.PaintMap:155	0 9.0 0.0
org.jfree.chart.PaintMap:156	0 9.0 0.0
org.jfree.chart.PaintMap:164	0 9.0 0.0
org.jfree.chart.PaintMap:188	0 5.0 0.0
org.jfree.chart.PaintMap:189	0 5.0 0.0
org.jfree.chart.PaintMap:190	0 5.0 0.0
org.jfree.chart.PaintMap:191	0 5.0 0.0
org.jfree.chart.PaintMap:192	0 5.0 0.0
org.jfree.chart.PaintMap:198	0 5.0 0.0
org.jfree.chart.PaintMap:210	0 5.0 0.0
org.jfree.chart.PaintMap:211	0 5.0 0.0
org.jfree.chart.PaintMap:212	0 5.0 0.0
org.jfree.chart.PaintMap:213	0 5.0 0.0
org.jfree.chart.PaintMap:218	0 5.0 0.0
org.jfree.chart.PaintMap:93	0 4.0 0.0
org.jfree.chart.PaintMap:96	0 4.0 0.0
org.jfree.chart.PaintMap:123	0 4.0 0.0
org.jfree.chart.PaintMap:126	0 4.0 0.0
org.jfree.chart.PaintMap:127	0 4.0 0.0
org.jfree.chart.PaintMap:152	0 1.0 0.0
org.jfree.chart.PaintMap:157	0 1.0 0.0
org.jfree.chart.PaintMap:158	0 1.0 0.0
org.jfree.chart.PaintMap:159	0 1.0 0.0
org.jfree.chart.PaintMap:160	0 1.0 0.0
org.jfree.chart.PaintMap:163	0 1.0 0.0
org.jfree.chart.StrokeMap:139	0 9.0 0.0
org.jfree.chart.StrokeMap:142	0 9.0 0.0
org.jfree.chart.StrokeMap:145	0 9.0 0.0
org.jfree.chart.StrokeMap:146	0 9.0 0.0
org.jfree.chart.StrokeMap:149	0 9.0 0.0
org.jfree.chart.StrokeMap:150	0 9.0 0.0
org.jfree.chart.StrokeMap:151	0 9.0 0.0
org.jfree.chart.StrokeMap:159	0 9.0 0.0
org.jfree.chart.StrokeMap:183	0 5.0 0.0
org.jfree.chart.StrokeMap:184	0 5.0 0.0
org.jfree.chart.StrokeMap:185	0 5.0 0.0
org.jfree.chart.StrokeMap:186	0 5.0 0.0
org.jfree.chart.StrokeMap:187	0 5.0 0.0
org.jfree.chart.StrokeMap:193	0 5.0 0.0
org.jfree.chart.StrokeMap:205	0 5.0 0.0
org.jfree.chart.StrokeMap:206	0 5.0 0.0
org.jfree.chart.StrokeMap:207	0 5.0 0.0
org.jfree.chart.StrokeMap:208	0 5.0 0.0
org.jfree.chart.StrokeMap:213	0 5.0 0.0
org.jfree.chart.StrokeMap:91	0 4.0 0.0
org.jfree.chart.StrokeMap:94	0 4.0 0.0
org.jfree.chart.StrokeMap:118	0 1.0 0.0
org.jfree.chart.StrokeMap:121	0 1.0 0.0
org.jfree.chart.StrokeMap:122	0 1.0 0.0
org.jfree.chart.StrokeMap:147	0 1.0 0.0
org.jfree.chart.StrokeMap:152	0 1.0 0.0
org.jfree.chart.StrokeMap:153	0 1.0 0.0
org.jfree.chart.StrokeMap:154	0 1.0 0.0
org.jfree.chart.StrokeMap:155	0 1.0 0.0
org.jfree.chart.StrokeMap:158	0 1.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:192	0 15.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:195	0 15.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:199	0 15.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:201	0 15.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:204	0 15.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:207	0 15.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:210	0 15.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:145	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:146	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:147	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:148	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:149	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:150	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:153	0 2.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:155	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:156	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:157	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:158	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:159	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:162	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:163	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:164	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:176	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:177	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:178	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:179	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:181	0 3.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:196	0 1.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:202	0 1.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:222	0 6.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:224	0 6.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:225	0 6.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:227	0 6.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:228	0 6.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:230	0 6.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:116	0 2.0 0.0
org.jfree.chart.labels.AbstractPieItemLabelGenerator:205	0 2.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:219	0 15.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:222	0 15.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:225	0 15.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:227	0 15.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:230	0 15.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:233	0 15.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:176	0 3.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:112	0 1.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:114	0 1.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:223	0 1.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:231	0 3.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:244	0 6.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:72	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:81	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:84	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:85	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:93	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:100	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:101	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:73	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:78	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:79	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:82	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:83	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:86	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:87	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:89	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:98	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:99	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:100	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:101	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:102	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:104	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:106	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:145	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:146	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:147	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:148	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:149	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:155	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:165	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:166	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:167	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:168	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:169	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:174	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:184	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:185	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:186	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:187	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:189	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:190	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:191	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:193	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:194	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:195	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:196	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:197	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:199	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:205	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:206	0 2.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:96	0 17.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:97	0 17.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:84	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:99	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:102	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:103	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:106	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:126	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:127	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:128	0 5.0 0.0
org.jfree.chart.plot.PieLabelLinkStyle:136	0 5.0 0.0
org.jfree.chart.plot.PiePlot:495	0 10.0 0.0
org.jfree.chart.plot.PiePlot:496	0 10.0 0.0
org.jfree.chart.plot.PiePlot:507	0 17.0 0.0
org.jfree.chart.plot.PiePlot:1425	0 16.0 0.0
org.jfree.chart.plot.PiePlot:1426	0 16.0 0.0
org.jfree.chart.plot.PiePlot:1427	0 16.0 0.0
org.jfree.chart.plot.PiePlot:1908	0 17.0 0.0
org.jfree.chart.plot.PiePlot:1909	0 17.0 0.0
org.jfree.chart.plot.PiePlot:1910	0 17.0 0.0
org.jfree.chart.plot.PiePlot:2881	0 16.0 0.0
org.jfree.chart.plot.PiePlot:2884	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2887	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2890	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2891	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2894	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2897	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2900	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2903	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2906	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2909	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2912	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2916	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2920	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2923	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2927	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2932	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2936	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2941	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2944	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2947	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2950	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2954	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2958	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2961	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2964	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2968	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2972	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2976	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2980	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2983	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2986	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2989	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2992	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2995	0 15.0 0.0
org.jfree.chart.plot.PiePlot:2998	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3001	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3004	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3007	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3011	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3015	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3018	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3021	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3024	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3028	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3032	0 15.0 0.0
org.jfree.chart.plot.PiePlot:3037	0 15.0 0.0
org.jfree.chart.plot.PiePlot:1932	0 5.0 0.0
org.jfree.chart.plot.PiePlot:1933	0 5.0 0.0
org.jfree.chart.plot.PiePlot:1934	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3081	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3082	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3083	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3084	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3085	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3086	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3087	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3088	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3089	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3090	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3091	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3092	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3093	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3094	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3106	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3107	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3108	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3109	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3110	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3111	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3112	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3113	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3114	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3115	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3116	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3117	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3118	0 5.0 0.0
org.jfree.chart.plot.PiePlot:3119	0 5.0 0.0
org.jfree.chart.plot.PiePlot:743	0 7.0 0.0
org.jfree.chart.plot.PiePlot:744	0 7.0 0.0
org.jfree.chart.plot.PiePlot:747	0 7.0 0.0
org.jfree.chart.plot.PiePlot:563	0 6.0 0.0
org.jfree.chart.plot.PiePlot:576	0 2.0 0.0
org.jfree.chart.plot.PiePlot:577	0 2.0 0.0
org.jfree.chart.plot.PiePlot:578	0 2.0 0.0
org.jfree.chart.plot.PiePlot:582	0 2.0 0.0
org.jfree.chart.plot.PiePlot:583	0 2.0 0.0
org.jfree.chart.plot.PiePlot:589	0 2.0 0.0
org.jfree.chart.plot.PiePlot:590	0 2.0 0.0
org.jfree.chart.plot.PiePlot:591	0 2.0 0.0
org.jfree.chart.plot.PiePlot:626	0 3.0 0.0
org.jfree.chart.plot.PiePlot:653	0 1.0 0.0
org.jfree.chart.plot.PiePlot:682	0 3.0 0.0
org.jfree.chart.plot.PiePlot:718	0 3.0 0.0
org.jfree.chart.plot.PiePlot:820	0 1.0 0.0
org.jfree.chart.plot.PiePlot:845	0 3.0 0.0
org.jfree.chart.plot.PiePlot:848	0 3.0 0.0
org.jfree.chart.plot.PiePlot:849	0 3.0 0.0
org.jfree.chart.plot.PiePlot:850	0 2.0 0.0
org.jfree.chart.plot.PiePlot:854	0 3.0 0.0
org.jfree.chart.plot.PiePlot:855	0 3.0 0.0
org.jfree.chart.plot.PiePlot:856	0 3.0 0.0
org.jfree.chart.plot.PiePlot:857	0 3.0 0.0
org.jfree.chart.plot.PiePlot:858	0 3.0 0.0
org.jfree.chart.plot.PiePlot:863	0 3.0 0.0
org.jfree.chart.plot.PiePlot:867	0 3.0 0.0
org.jfree.chart.plot.PiePlot:885	0 2.0 0.0
org.jfree.chart.plot.PiePlot:886	0 2.0 0.0
org.jfree.chart.plot.PiePlot:887	0 2.0 0.0
org.jfree.chart.plot.PiePlot:888	0 2.0 0.0
org.jfree.chart.plot.PiePlot:891	0 2.0 0.0
org.jfree.chart.plot.PiePlot:894	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1008	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1035	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1038	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1039	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1044	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1055	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1057	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1143	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1170	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1173	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1174	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1179	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1190	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1192	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1352	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1353	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1354	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1355	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1359	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1390	0 3.0 0.0
org.jfree.chart.plot.PiePlot:1393	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1394	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1395	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1396	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1397	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1398	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1401	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1402	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1413	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1438	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1463	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1517	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1547	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1627	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1809	0 1.0 0.0
org.jfree.chart.plot.PiePlot:1945	0 2.0 0.0
org.jfree.chart.plot.PiePlot:1978	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2095	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2096	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2097	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2098	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2101	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2102	0 3.0 0.0
org.jfree.chart.plot.PiePlot:2490	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2491	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2495	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2496	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2498	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2499	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2500	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2501	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2502	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2503	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2504	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2505	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2506	0 1.0 0.0
org.jfree.chart.plot.PiePlot:2509	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2510	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2513	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2514	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2517	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2519	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2520	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2523	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2526	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2528	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2532	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2534	0 2.0 0.0
org.jfree.chart.plot.PiePlot:2535	0 2.0 0.0
