org.jfree.chart.renderer.category.MinMaxCategoryRenderer:174	1.0 0.0 1.0
org.jfree.chart.axis.Axis:1155	0 1.0 0.0
org.jfree.chart.axis.Axis:1156	0 1.0 0.0
org.jfree.chart.axis.Axis:1157	0 1.0 0.0
org.jfree.chart.axis.Axis:1159	0 1.0 0.0
org.jfree.chart.axis.Axis:1160	0 1.0 0.0
org.jfree.chart.axis.Axis:1163	0 1.0 0.0
org.jfree.chart.axis.Axis:1165	0 1.0 0.0
org.jfree.chart.axis.Axis:1167	0 1.0 0.0
org.jfree.chart.axis.Axis:1190	0 1.0 0.0
org.jfree.chart.axis.Axis:1191	0 1.0 0.0
org.jfree.chart.axis.Axis:1192	0 1.0 0.0
org.jfree.chart.axis.Axis:1200	0 1.0 0.0
org.jfree.chart.axis.Axis:1215	0 1.0 0.0
org.jfree.chart.axis.Axis:1216	0 1.0 0.0
org.jfree.chart.axis.Axis:1220	0 1.0 0.0
org.jfree.chart.axis.Axis:1221	0 1.0 0.0
org.jfree.chart.axis.Axis:1232	0 1.0 0.0
org.jfree.chart.axis.Axis:1233	0 1.0 0.0
org.jfree.chart.axis.Axis:1234	0 1.0 0.0
org.jfree.chart.axis.Axis:1236	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:150	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:198	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:199	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:200	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:201	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:202	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:203	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:204	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:205	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:240	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:275	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:310	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:344	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:347	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:348	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:351	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:355	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:366	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:413	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:414	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:416	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:423	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:424	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:425	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:428	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:429	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:431	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:432	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:436	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:437	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:438	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:442	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:447	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:448	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:449	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:451	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:454	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:455	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:460	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:461	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:484	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:485	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:489	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:491	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:492	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:504	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:507	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:526	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:527	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:528	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:530	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:531	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:532	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:536	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:537	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:538	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:540	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:545	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:600	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:601	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:602	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:628	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:629	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:630	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:658	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:660	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:670	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:682	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:685	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:703	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:704	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:705	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:706	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:707	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:708	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:709	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:710	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:711	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:712	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:713	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:714	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:718	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:719	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:720	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:721	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:722	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:723	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:724	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:725	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:726	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:727	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:728	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:729	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:730	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:731	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:732	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:733	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:734	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:735	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:736	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:738	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:739	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:740	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:741	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:742	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:743	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:744	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:745	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:746	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:747	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:748	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:749	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:750	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:751	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:752	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:753	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:754	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:755	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:756	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:758	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:759	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:760	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:761	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:762	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:763	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:764	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:765	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:766	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:767	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:768	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:769	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:770	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:771	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:772	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:773	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:774	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:775	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:776	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:778	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:976	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:977	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:979	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:980	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:981	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:982	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1051	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1054	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1055	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1058	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1111	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1114	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1115	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1116	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1119	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1121	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1123	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1125	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1126	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1130	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1132	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1151	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1152	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1155	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1156	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1158	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1248	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1249	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1251	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1252	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1253	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1254	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1257	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1258	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1259	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1261	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1262	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1263	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1265	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1266	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1270	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1273	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1274	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1275	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1276	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1289	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1290	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1291	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1299	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1303	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1306	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1370	0 1.0 0.0
org.jfree.chart.axis.NumberAxis:1371	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:149	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:264	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:266	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:267	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:269	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:270	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:271	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:273	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:274	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:276	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:277	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:279	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:281	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:282	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:284	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:285	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:286	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:287	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:289	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:291	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:292	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:293	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:294	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:296	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:298	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:299	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:300	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:301	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:303	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:305	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:306	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:307	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:308	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:310	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:312	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:314	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:325	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:523	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:524	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:528	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:532	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:533	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:540	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:541	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:542	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:544	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:545	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:546	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:554	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:562	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:586	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:610	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:627	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:628	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:629	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:633	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:637	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:638	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:639	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:645	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:664	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:666	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:667	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:670	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:671	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:673	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:674	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:675	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:676	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:677	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:678	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:679	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:680	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:681	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:683	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:688	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:689	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:691	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:692	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:693	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:694	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:695	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:706	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:708	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:712	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:713	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:714	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:715	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:717	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:736	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:756	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:761	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:766	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:767	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:772	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:773	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:774	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:775	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:776	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:777	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:781	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:782	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:788	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:789	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:790	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:791	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:795	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:796	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:797	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:800	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:863	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:864	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:865	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:866	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:867	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:868	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:869	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:870	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:871	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:873	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:875	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:878	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:879	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:886	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:902	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:931	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:977	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1061	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1094	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1124	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1206	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1238	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1241	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1244	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1245	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1248	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1331	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1374	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1423	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1424	0 1.0 0.0
org.jfree.chart.axis.ValueAxis:1425	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:243	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:248	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:251	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:266	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:274	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:277	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:318	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:325	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:331	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:379	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:439	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:441	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:444	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:445	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:446	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:447	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:449	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:450	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:452	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:454	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:455	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:456	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:457	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:460	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:462	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:463	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:465	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:466	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:467	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:468	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:471	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:472	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:473	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:474	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:475	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:477	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:479	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:480	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:481	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:482	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:483	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:486	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:487	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:489	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:490	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:491	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:492	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:494	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:495	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:496	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:498	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:499	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:500	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:501	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:503	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:506	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:508	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:510	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:511	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:512	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:513	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:515	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:517	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:536	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:592	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:605	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:606	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:607	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:609	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:616	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:707	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:720	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:721	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:722	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:724	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:727	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:753	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:754	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:786	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:790	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:791	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:794	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:803	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:814	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:815	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:816	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:817	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:822	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:853	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:854	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:855	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:856	0 1.0 0.0
org.jfree.chart.plot.CategoryPlot:859	0 1.0 0.0
