org.apache.commons.lang3.SystemUtils:1673	1.0 0.0 1.0
org.apache.commons.lang3.ArrayUtils:2825	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2827	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2772	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:2773	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:2840	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:2842	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2843	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2845	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2846	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2847	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2848	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2850	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2841	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2862	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2863	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2864	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2865	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2867	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2868	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2869	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2871	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2750	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2751	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2752	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2753	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2755	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2756	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2757	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2759	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2774	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2775	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2777	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2778	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2779	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2780	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2782	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2794	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2795	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2796	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2797	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2799	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2800	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2801	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:2803	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3090	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:3091	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3092	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:3093	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3095	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:3096	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:3097	0 2.0 0.0
org.apache.commons.lang3.ArrayUtils:3099	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3112	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3113	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3114	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3115	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3117	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3118	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3119	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3120	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3122	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3134	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3135	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3136	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3137	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3139	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3140	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3141	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3143	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3022	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3023	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3024	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3025	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3027	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3028	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3029	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3031	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3044	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3045	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3046	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3047	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3049	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3050	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3051	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3052	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3054	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3066	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3067	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3068	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3069	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3071	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3072	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3073	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3075	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3223	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3224	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3226	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3237	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3238	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3240	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3251	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3252	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3254	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3265	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3266	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3268	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3279	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3280	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3282	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3293	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3294	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3296	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3350	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3361	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3372	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3383	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3394	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3405	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3416	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3427	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:3438	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1360	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1361	0 1.0 0.0
org.apache.commons.lang3.ArrayUtils:1363	0 1.0 0.0
