org.apache.commons.lang.text.StrBuilder:158	2.0 3.0 0.6324555320336759
org.apache.commons.lang.text.StrTokenizer:253	0 43.0 0.0
org.apache.commons.lang.text.StrTokenizer:254	0 43.0 0.0
org.apache.commons.lang.text.StrTokenizer:258	0 43.0 0.0
org.apache.commons.lang.text.StrTokenizer:618	0 51.0 0.0
org.apache.commons.lang.text.StrTokenizer:619	0 51.0 0.0
org.apache.commons.lang.text.StrTokenizer:676	0 15.0 0.0
org.apache.commons.lang.text.StrTokenizer:706	0 14.0 0.0
org.apache.commons.lang.text.StrTokenizer:707	0 14.0 0.0
org.apache.commons.lang.text.StrTokenizer:711	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:712	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:718	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:719	0 12.0 0.0
org.apache.commons.lang.text.StrTokenizer:725	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:765	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:766	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:768	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:769	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:770	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:771	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:775	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:776	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:777	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:781	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:782	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:844	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:845	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:846	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:849	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:887	0 28.0 0.0
org.apache.commons.lang.text.StrTokenizer:941	0 17.0 0.0
org.apache.commons.lang.text.StrTokenizer:1027	0 15.0 0.0
org.apache.commons.lang.text.StrTokenizer:677	0 9.0 0.0
org.apache.commons.lang.text.StrTokenizer:554	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:555	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:564	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:565	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:828	0 34.0 0.0
org.apache.commons.lang.text.StrTokenizer:829	0 34.0 0.0
org.apache.commons.lang.text.StrTokenizer:267	0 19.0 0.0
org.apache.commons.lang.text.StrTokenizer:268	0 19.0 0.0
org.apache.commons.lang.text.StrTokenizer:269	0 19.0 0.0
org.apache.commons.lang.text.StrTokenizer:302	0 9.0 0.0
org.apache.commons.lang.text.StrTokenizer:303	0 9.0 0.0
org.apache.commons.lang.text.StrTokenizer:304	0 9.0 0.0
org.apache.commons.lang.text.StrTokenizer:797	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:798	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:799	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:800	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:816	0 9.0 0.0
org.apache.commons.lang.text.StrTokenizer:817	0 9.0 0.0
org.apache.commons.lang.text.StrTokenizer:818	0 9.0 0.0
org.apache.commons.lang.text.StrTokenizer:807	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:808	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:459	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:460	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:461	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:462	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:464	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:139	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:152	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:165	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:166	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:167	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:191	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:204	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:425	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:428	0 6.0 0.0
org.apache.commons.lang.text.StrTokenizer:489	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:490	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:491	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:495	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:536	0 3.0 0.0
org.apache.commons.lang.text.StrTokenizer:646	0 11.0 0.0
org.apache.commons.lang.text.StrTokenizer:1088	0 8.0 0.0
org.apache.commons.lang.text.StrTokenizer:1103	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:1104	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:1107	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:1108	0 7.0 0.0
org.apache.commons.lang.text.StrTokenizer:180	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:181	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:182	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:426	0 4.0 0.0
org.apache.commons.lang.text.StrTokenizer:437	0 3.0 0.0
org.apache.commons.lang.text.StrTokenizer:438	0 3.0 0.0
org.apache.commons.lang.text.StrTokenizer:440	0 3.0 0.0
org.apache.commons.lang.text.StrTokenizer:510	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:511	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:512	0 5.0 0.0
org.apache.commons.lang.text.StrTokenizer:545	0 3.0 0.0
org.apache.commons.lang.text.StrTokenizer:576	0 3.0 0.0
org.apache.commons.lang.text.StrTokenizer:329	0 6.0 0.0
org.apache.commons.lang.text.StrTokenizer:330	0 6.0 0.0
org.apache.commons.lang.text.StrTokenizer:331	0 6.0 0.0
org.apache.commons.lang.text.StrTokenizer:1075	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:873	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:897	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:985	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:1089	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:1090	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:1105	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:256	0 3.0 0.0
org.apache.commons.lang.text.StrTokenizer:343	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:344	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:345	0 2.0 0.0
org.apache.commons.lang.text.StrTokenizer:387	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:388	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:389	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:493	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:215	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:216	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:217	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:228	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:229	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:230	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:567	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:585	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:594	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:603	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:1118	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:1119	0 1.0 0.0
org.apache.commons.lang.text.StrTokenizer:1121	0 1.0 0.0
