org.jfree.chart.plot.PiePlot:2613	0 0.0 0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:233	0 19.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:176	0 3.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:112	0 1.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:114	0 1.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:223	0 1.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:231	0 3.0 0.0
org.jfree.chart.labels.StandardPieSectionLabelGenerator:244	0 7.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:60	0 35.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:61	0 35.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:62	0 35.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:72	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:81	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:84	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:85	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:93	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:100	0 2.0 0.0
org.jfree.chart.plot.AbstractPieLabelDistributor:101	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:54	0 35.0 0.0
org.jfree.chart.plot.PieLabelDistributor:62	0 35.0 0.0
org.jfree.chart.plot.PieLabelDistributor:63	0 35.0 0.0
org.jfree.chart.plot.PieLabelDistributor:72	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:73	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:74	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:78	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:82	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:86	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:90	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:99	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:100	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:101	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:102	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:103	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:105	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:107	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:115	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:116	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:117	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:118	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:127	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:128	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:129	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:130	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:131	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:133	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:134	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:135	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:136	0 1.0 0.0
org.jfree.chart.plot.PieLabelDistributor:204	0 2.0 0.0
org.jfree.chart.plot.PieLabelDistributor:205	0 2.0 0.0
org.jfree.chart.util.Rotation:59	0 35.0 0.0
org.jfree.chart.util.Rotation:63	0 35.0 0.0
org.jfree.chart.util.Rotation:81	0 35.0 0.0
org.jfree.chart.util.Rotation:82	0 35.0 0.0
org.jfree.chart.util.Rotation:83	0 35.0 0.0
org.jfree.chart.util.Rotation:84	0 35.0 0.0
org.jfree.chart.util.Rotation:114	0 6.0 0.0
org.jfree.chart.util.Rotation:117	0 6.0 0.0
org.jfree.chart.util.Rotation:121	0 6.0 0.0
org.jfree.chart.util.Rotation:123	0 6.0 0.0
org.jfree.chart.util.Rotation:127	0 6.0 0.0
org.jfree.chart.util.Rotation:148	0 6.0 0.0
org.jfree.chart.util.Rotation:149	0 6.0 0.0
org.jfree.chart.util.Rotation:102	0 2.0 0.0
org.jfree.chart.text.TextBlockAnchor:57	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:61	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:65	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:69	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:73	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:77	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:81	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:85	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:89	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:100	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:101	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:102	0 76.0 0.0
org.jfree.chart.text.TextBlockAnchor:123	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:124	0 5.0 0.0
org.jfree.chart.text.TextBlockAnchor:126	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:130	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:131	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:132	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:135	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:155	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:156	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:158	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:161	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:164	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:167	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:168	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:170	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:171	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:173	0 6.0 0.0
org.jfree.chart.text.TextBlockAnchor:174	0 6.0 0.0
org.jfree.chart.block.ColumnArrangement:78	0 94.0 0.0
org.jfree.chart.block.ColumnArrangement:79	0 94.0 0.0
org.jfree.chart.block.ColumnArrangement:356	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:359	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:362	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:363	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:366	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:369	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:372	0 9.0 0.0
org.jfree.chart.block.ColumnArrangement:375	0 9.0 0.0
org.jfree.chart.event.TitleChangeEvent:64	0 94.0 0.0
org.jfree.chart.event.TitleChangeEvent:65	0 94.0 0.0
org.jfree.chart.event.TitleChangeEvent:66	0 94.0 0.0
org.jfree.chart.util.HorizontalAlignment:57	0 113.0 0.0
org.jfree.chart.util.HorizontalAlignment:61	0 113.0 0.0
org.jfree.chart.util.HorizontalAlignment:65	0 113.0 0.0
org.jfree.chart.util.HorizontalAlignment:76	0 113.0 0.0
org.jfree.chart.util.HorizontalAlignment:77	0 113.0 0.0
org.jfree.chart.util.HorizontalAlignment:78	0 113.0 0.0
org.jfree.chart.util.HorizontalAlignment:98	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:101	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:104	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:105	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:106	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:108	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:128	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:129	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:132	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:135	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:136	0 9.0 0.0
org.jfree.chart.util.HorizontalAlignment:138	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:57	0 113.0 0.0
org.jfree.chart.util.VerticalAlignment:61	0 113.0 0.0
org.jfree.chart.util.VerticalAlignment:65	0 113.0 0.0
org.jfree.chart.util.VerticalAlignment:76	0 113.0 0.0
org.jfree.chart.util.VerticalAlignment:77	0 113.0 0.0
org.jfree.chart.util.VerticalAlignment:78	0 113.0 0.0
org.jfree.chart.util.VerticalAlignment:98	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:101	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:105	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:106	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:107	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:109	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:129	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:132	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:135	0 9.0 0.0
org.jfree.chart.util.VerticalAlignment:136	0 9.0 0.0
org.jfree.chart.resources.JFreeChartResources:44	0 114.0 0.0
org.jfree.chart.resources.JFreeChartResources:52	0 114.0 0.0
org.jfree.chart.resources.JFreeChartResources:56	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:145	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:146	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:147	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:148	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:198	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:199	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:207	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:208	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:216	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:217	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:225	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:226	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:234	0 114.0 0.0
org.jfree.chart.ui.BasicProjectInfo:235	0 114.0 0.0
org.jfree.chart.ui.Contributor:63	0 114.0 0.0
org.jfree.chart.ui.Contributor:64	0 114.0 0.0
org.jfree.chart.ui.Contributor:65	0 114.0 0.0
org.jfree.chart.ui.Contributor:66	0 114.0 0.0
org.jfree.chart.ui.Library:82	0 114.0 0.0
org.jfree.chart.ui.Library:84	0 114.0 0.0
org.jfree.chart.ui.Library:128	0 114.0 0.0
org.jfree.chart.ui.Library:129	0 114.0 0.0
org.jfree.chart.ui.Library:137	0 114.0 0.0
org.jfree.chart.ui.Library:138	0 114.0 0.0
org.jfree.chart.ui.Library:146	0 114.0 0.0
org.jfree.chart.ui.Library:147	0 114.0 0.0
org.jfree.chart.ui.Library:155	0 114.0 0.0
org.jfree.chart.ui.Library:156	0 114.0 0.0
org.jfree.chart.ui.Licences:52	0 114.0 0.0
org.jfree.chart.ui.Licences:799	0 114.0 0.0
org.jfree.chart.ui.Licences:800	0 114.0 0.0
org.jfree.chart.ui.Licences:802	0 114.0 0.0
org.jfree.chart.ui.Licences:822	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:67	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:69	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:111	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:112	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:129	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:130	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:147	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:148	0 114.0 0.0
org.jfree.chart.ui.ProjectInfo:102	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:63	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:67	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:71	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:75	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:79	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:83	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:87	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:91	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:95	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:106	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:107	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:108	0 115.0 0.0
org.jfree.chart.util.RectangleAnchor:163	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:164	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:165	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:167	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:170	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:173	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:176	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:177	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:191	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:129	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:132	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:136	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:137	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:141	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:268	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:269	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:270	0 8.0 0.0
org.jfree.chart.util.RectangleAnchor:296	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:130	0 5.0 0.0
org.jfree.chart.util.RectangleAnchor:138	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:272	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:273	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:275	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:276	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:278	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:279	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:281	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:282	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:284	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:285	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:209	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:210	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:211	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:212	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:217	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:222	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:227	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:228	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:232	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:233	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:257	0 2.0 0.0
org.jfree.data.Range:99	0 116.0 0.0
org.jfree.data.Range:108	0 116.0 0.0
org.jfree.data.Range:83	0 126.0 0.0
org.jfree.data.Range:84	0 126.0 0.0
org.jfree.data.Range:89	0 126.0 0.0
org.jfree.data.Range:90	0 126.0 0.0
org.jfree.data.Range:91	0 126.0 0.0
org.jfree.data.Range:328	0 23.0 0.0
org.jfree.data.Range:331	0 23.0 0.0
org.jfree.data.Range:332	0 23.0 0.0
org.jfree.data.Range:335	0 23.0 0.0
org.jfree.data.Range:338	0 23.0 0.0
org.jfree.data.Range:197	0 99.0 0.0
org.jfree.data.Range:198	0 99.0 0.0
org.jfree.data.Range:226	0 12.0 0.0
org.jfree.data.Range:229	0 12.0 0.0
org.jfree.data.Range:230	0 4.0 0.0
org.jfree.data.Range:333	0 1.0 0.0
org.jfree.data.Range:117	0 1.0 0.0
org.jfree.data.Range:138	0 37.0 0.0
org.jfree.data.Range:232	0 8.0 0.0
org.jfree.data.Range:236	0 8.0 0.0
org.jfree.data.Range:151	0 3.0 0.0
org.jfree.data.Range:152	0 1.0 0.0
org.jfree.data.Range:155	0 3.0 0.0
org.jfree.data.Range:201	0 3.0 0.0
org.jfree.data.Range:205	0 3.0 0.0
org.jfree.data.Range:207	0 3.0 0.0
org.jfree.data.Range:209	0 3.0 0.0
org.jfree.chart.plot.PlotOrientation:57	0 125.0 0.0
org.jfree.chart.plot.PlotOrientation:61	0 125.0 0.0
org.jfree.chart.plot.PlotOrientation:72	0 125.0 0.0
org.jfree.chart.plot.PlotOrientation:73	0 125.0 0.0
org.jfree.chart.plot.PlotOrientation:74	0 125.0 0.0
org.jfree.chart.plot.PlotOrientation:82	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:94	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:97	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:100	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:101	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:102	0 10.0 0.0
org.jfree.chart.plot.PlotOrientation:104	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:124	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:125	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:128	0 10.0 0.0
org.jfree.chart.plot.PlotOrientation:129	0 10.0 0.0
org.jfree.chart.plot.PlotOrientation:131	0 11.0 0.0
org.jfree.chart.plot.PlotOrientation:126	0 1.0 0.0
org.jfree.chart.text.TextAnchor:58	0 147.0 0.0
org.jfree.chart.text.TextAnchor:62	0 147.0 0.0
org.jfree.chart.text.TextAnchor:66	0 147.0 0.0
org.jfree.chart.text.TextAnchor:70	0 147.0 0.0
org.jfree.chart.text.TextAnchor:74	0 147.0 0.0
org.jfree.chart.text.TextAnchor:78	0 147.0 0.0
org.jfree.chart.text.TextAnchor:82	0 147.0 0.0
org.jfree.chart.text.TextAnchor:86	0 147.0 0.0
org.jfree.chart.text.TextAnchor:89	0 147.0 0.0
org.jfree.chart.text.TextAnchor:93	0 147.0 0.0
org.jfree.chart.text.TextAnchor:97	0 147.0 0.0
org.jfree.chart.text.TextAnchor:101	0 147.0 0.0
org.jfree.chart.text.TextAnchor:105	0 147.0 0.0
org.jfree.chart.text.TextAnchor:109	0 147.0 0.0
org.jfree.chart.text.TextAnchor:113	0 147.0 0.0
org.jfree.chart.text.TextAnchor:124	0 147.0 0.0
org.jfree.chart.text.TextAnchor:125	0 147.0 0.0
org.jfree.chart.text.TextAnchor:126	0 147.0 0.0
org.jfree.chart.text.TextAnchor:147	0 32.0 0.0
org.jfree.chart.text.TextAnchor:148	0 30.0 0.0
org.jfree.chart.text.TextAnchor:150	0 18.0 0.0
org.jfree.chart.text.TextAnchor:154	0 18.0 0.0
org.jfree.chart.text.TextAnchor:155	0 18.0 0.0
org.jfree.chart.text.TextAnchor:156	0 18.0 0.0
org.jfree.chart.text.TextAnchor:159	0 18.0 0.0
org.jfree.chart.text.TextAnchor:179	0 18.0 0.0
org.jfree.chart.text.TextAnchor:180	0 18.0 0.0
org.jfree.chart.text.TextAnchor:183	0 18.0 0.0
org.jfree.chart.text.TextAnchor:184	0 17.0 0.0
org.jfree.chart.text.TextAnchor:186	0 18.0 0.0
org.jfree.chart.text.TextAnchor:189	0 18.0 0.0
org.jfree.chart.text.TextAnchor:192	0 18.0 0.0
org.jfree.chart.text.TextAnchor:193	0 17.0 0.0
org.jfree.chart.text.TextAnchor:195	0 18.0 0.0
org.jfree.chart.text.TextAnchor:198	0 18.0 0.0
org.jfree.chart.text.TextAnchor:201	0 18.0 0.0
org.jfree.chart.text.TextAnchor:204	0 18.0 0.0
org.jfree.chart.text.TextAnchor:207	0 18.0 0.0
org.jfree.chart.text.TextAnchor:210	0 18.0 0.0
org.jfree.chart.text.TextAnchor:211	0 18.0 0.0
org.jfree.chart.text.TextAnchor:225	0 18.0 0.0
org.jfree.chart.event.PlotChangeEvent:64	0 151.0 0.0
org.jfree.chart.event.PlotChangeEvent:65	0 151.0 0.0
org.jfree.chart.event.PlotChangeEvent:66	0 151.0 0.0
org.jfree.chart.ChartColor:59	0 156.0 0.0
org.jfree.chart.ChartColor:62	0 156.0 0.0
org.jfree.chart.ChartColor:65	0 156.0 0.0
org.jfree.chart.ChartColor:68	0 156.0 0.0
org.jfree.chart.ChartColor:71	0 156.0 0.0
org.jfree.chart.ChartColor:74	0 156.0 0.0
org.jfree.chart.ChartColor:77	0 156.0 0.0
org.jfree.chart.ChartColor:80	0 156.0 0.0
org.jfree.chart.ChartColor:83	0 156.0 0.0
org.jfree.chart.ChartColor:86	0 156.0 0.0
org.jfree.chart.ChartColor:89	0 156.0 0.0
org.jfree.chart.ChartColor:92	0 156.0 0.0
org.jfree.chart.ChartColor:95	0 156.0 0.0
org.jfree.chart.ChartColor:98	0 156.0 0.0
org.jfree.chart.ChartColor:101	0 156.0 0.0
org.jfree.chart.ChartColor:104	0 156.0 0.0
org.jfree.chart.ChartColor:107	0 156.0 0.0
org.jfree.chart.ChartColor:110	0 156.0 0.0
org.jfree.chart.ChartColor:113	0 156.0 0.0
org.jfree.chart.ChartColor:116	0 156.0 0.0
org.jfree.chart.ChartColor:119	0 156.0 0.0
org.jfree.chart.ChartColor:122	0 156.0 0.0
org.jfree.chart.ChartColor:125	0 156.0 0.0
org.jfree.chart.ChartColor:128	0 156.0 0.0
org.jfree.chart.ChartColor:151	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:83	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:87	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:91	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:95	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:100	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:105	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:150	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:156	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:197	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:199	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:200	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:201	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:202	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:203	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:204	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:205	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:289	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:291	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:292	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:293	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:294	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:297	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:299	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:302	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:303	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:304	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:307	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:308	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:309	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:312	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:315	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:316	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:317	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:320	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:323	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:324	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:325	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:328	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:331	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:332	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:333	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:335	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:517	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:532	0 156.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:213	0 28.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:215	0 28.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:216	0 28.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:348	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:352	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:356	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:358	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:361	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:364	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:368	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:371	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:374	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:377	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:381	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:384	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:387	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:390	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:403	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:406	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:409	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:412	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:413	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:417	0 38.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:428	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:430	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:431	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:432	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:433	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:436	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:437	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:438	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:439	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:442	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:443	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:444	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:445	0 17.0 0.0
