org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:1793	1.0 0.0 1.0
org.jfree.chart.renderer.AbstractRenderer:2207	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2208	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2209	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2211	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2310	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2311	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2324	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2327	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2328	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2329	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2331	0 75.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2560	0 193.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2561	0 193.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2562	0 193.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2742	0 133.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2943	0 304.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2944	0 304.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2952	0 304.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2953	0 304.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2954	0 111.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2955	0 111.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2958	0 304.0 0.0
org.jfree.chart.renderer.AbstractRenderer:498	0 25.0 0.0
org.jfree.chart.renderer.AbstractRenderer:736	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:737	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:740	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:741	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:743	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:758	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:759	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:760	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:761	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:762	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:763	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:766	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:769	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:783	0 53.0 0.0
org.jfree.chart.renderer.AbstractRenderer:810	0 60.0 0.0
org.jfree.chart.renderer.AbstractRenderer:811	0 60.0 0.0
org.jfree.chart.renderer.AbstractRenderer:814	0 60.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1256	0 21.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1271	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1272	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1273	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1274	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1275	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1276	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1279	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1282	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1296	0 29.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1323	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1324	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1327	0 33.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1762	0 7.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1774	0 7.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1775	0 7.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1778	0 7.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2968	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2971	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2974	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2975	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2979	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2982	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2985	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2988	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2991	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2995	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2998	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3001	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3004	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3007	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3010	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3014	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3018	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3021	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3024	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3028	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3033	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3036	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3039	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3043	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3046	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3050	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3054	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3058	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3062	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3066	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3070	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3074	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3078	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3081	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3085	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3088	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3092	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3096	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3099	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3103	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3107	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3111	0 139.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3271	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3272	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3273	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3274	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3275	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3276	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3277	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3278	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3279	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3280	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3281	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3294	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3295	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3296	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3297	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3298	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3299	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3300	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3301	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3302	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3303	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3307	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3309	0 43.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1086	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1087	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1091	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1092	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1094	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1109	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1110	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1117	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1118	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1120	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1134	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1432	0 8.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1447	0 25.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1448	0 25.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1455	0 25.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1456	0 25.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1458	0 25.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1472	0 25.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1596	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1597	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1600	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1601	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1603	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1618	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1619	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1620	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1621	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1622	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1623	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1626	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1629	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1643	0 15.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1670	0 18.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1671	0 18.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1674	0 18.0 0.0
org.jfree.chart.renderer.AbstractRenderer:623	0 19.0 0.0
org.jfree.chart.renderer.AbstractRenderer:624	0 19.0 0.0
org.jfree.chart.renderer.AbstractRenderer:625	0 19.0 0.0
org.jfree.chart.renderer.AbstractRenderer:628	0 19.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2500	0 17.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2501	0 17.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2502	0 17.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2504	0 17.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2505	0 10.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2507	0 17.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2523	0 17.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2601	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2602	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2603	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2605	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2621	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2672	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2673	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2674	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2676	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2692	0 22.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2573	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3162	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3164	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3165	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3169	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3170	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3175	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3176	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3180	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3181	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3184	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3185	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3190	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3191	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3196	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3197	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3202	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3203	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3205	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3206	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3210	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3211	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3217	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3218	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3224	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3225	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3231	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3232	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3238	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3239	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3244	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3245	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3249	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3250	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3252	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3253	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3255	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3256	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3258	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3260	0 42.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2923	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2924	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:796	0 7.0 0.0
org.jfree.chart.renderer.AbstractRenderer:797	0 7.0 0.0
org.jfree.chart.renderer.AbstractRenderer:812	0 7.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1188	0 11.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1189	0 11.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1201	0 11.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1204	0 11.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1205	0 11.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1206	0 11.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1208	0 11.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3016	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2907	0 6.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2910	0 6.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2911	0 6.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3120	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3121	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3122	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3123	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3124	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3125	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3126	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3127	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3128	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3129	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3130	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3131	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3132	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3133	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3134	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3137	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3138	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:3150	0 26.0 0.0
org.jfree.chart.renderer.AbstractRenderer:852	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:853	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:865	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:866	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:867	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:869	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:626	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:657	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:658	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:673	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:674	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:675	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:677	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2369	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2370	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2374	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2389	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:541	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:542	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:556	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:557	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:562	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:563	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:565	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:588	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:589	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:601	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:602	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:607	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:608	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:610	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:700	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:701	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:713	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:714	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:715	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:717	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:976	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:977	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:990	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:991	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:992	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:994	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1017	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1018	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1030	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1033	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1034	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1035	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1037	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1147	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1148	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1161	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1162	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1163	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1165	0 5.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1309	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1310	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1325	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1365	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1366	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1378	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1381	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1382	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1383	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1385	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1485	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1486	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1500	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1501	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1502	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1504	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1526	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1527	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1540	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1543	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1544	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1545	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1547	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1656	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1657	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1672	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1697	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1698	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1710	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1713	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1714	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1715	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1717	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1816	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1817	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1830	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1831	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1832	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1834	0 4.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1857	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1858	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1870	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1871	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1872	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1874	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1920	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1921	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1935	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1936	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1937	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:1939	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2029	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2030	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2045	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2046	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2047	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2049	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2147	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2148	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2164	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2165	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2166	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2168	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2267	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2268	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2284	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2285	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2286	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2288	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2352	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2353	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2354	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2402	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2403	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2418	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2419	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2420	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2422	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2446	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2447	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2460	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2461	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2462	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2464	0 1.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2536	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2537	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2538	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2634	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2635	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2636	0 2.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2658	0 3.0 0.0
org.jfree.chart.renderer.AbstractRenderer:2659	0 3.0 0.0
