org.apache.commons.math3.util.FastMath:1542	1.0 0.0 1.0
org.apache.commons.math3.util.FastMath:906	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:907	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:913	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:922	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:923	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:924	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:925	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:926	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:933	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:934	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:940	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:942	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:948	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:954	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3742	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3768	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3769	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3771	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3703	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3735	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3736	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:3738	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMathLiteralArrays:6142	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMathLiteralArrays:6150	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMathLiteralArrays:6158	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMathLiteralArrays:6166	1.0 357.0 0.05285164225816899
org.apache.commons.math3.util.FastMath:849	1.0 368.0 0.052057920629535355
org.apache.commons.math3.util.FastMath:1227	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1238	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1240	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1241	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1243	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1319	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1320	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1321	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1322	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1323	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1324	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1326	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1327	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1328	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1329	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1331	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1332	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1333	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1334	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1336	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1337	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1338	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1339	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1341	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1342	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1343	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1344	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1346	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1351	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:3775	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:3789	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:3791	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMathLiteralArrays:6174	1.0 374.0 0.051639777949432225
org.apache.commons.math3.util.FastMath:1155	1.0 382.0 0.0510976130307596
org.apache.commons.math3.util.FastMath:1157	1.0 382.0 0.0510976130307596
org.apache.commons.math3.util.FastMath:1177	1.0 382.0 0.0510976130307596
org.apache.commons.math3.util.FastMath:1132	1.0 383.0 0.051031036307982884
org.apache.commons.math3.util.FastMath:1135	1.0 383.0 0.051031036307982884
org.apache.commons.math3.util.FastMath:1146	1.0 383.0 0.051031036307982884
org.apache.commons.math3.util.FastMath:1129	1.0 384.0 0.050964719143762556
org.apache.commons.math3.util.FastMath:3487	1.0 395.0 0.050251890762960605
org.apache.commons.math3.util.FastMathLiteralArrays:29	1.0 456.0 0.0467780269724988
org.apache.commons.math3.util.FastMathLiteralArrays:1535	1.0 456.0 0.0467780269724988
org.apache.commons.math3.util.FastMathLiteralArrays:3043	1.0 456.0 0.0467780269724988
org.apache.commons.math3.util.FastMathLiteralArrays:4074	1.0 456.0 0.0467780269724988
org.apache.commons.math3.util.FastMathLiteralArrays:5103	1.0 456.0 0.0467780269724988
org.apache.commons.math3.util.FastMath:82	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:115	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:128	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:141	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:160	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:179	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:198	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:218	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:237	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:256	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:277	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:285	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:288	1.0 1688.0 0.02433241277446361
org.apache.commons.math3.util.FastMath:943	0.0 161.0 0.0
org.apache.commons.math3.util.FastMath:1119	0.0 271.0 0.0
org.apache.commons.math3.util.FastMath:1296	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:1297	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:1298	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:1299	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:1300	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:1301	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:1302	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:1611	0.0 88.0 0.0
org.apache.commons.math3.util.FastMath:1613	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1620	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1621	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1622	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1623	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1626	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1627	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1630	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1631	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1632	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1634	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1636	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1639	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1640	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1641	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1642	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1643	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1644	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1645	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1650	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1651	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1652	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1653	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1654	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1655	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1656	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1657	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1658	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1660	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1662	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:1664	0.0 85.0 0.0
org.apache.commons.math3.util.FastMath:3419	0.0 505.0 0.0
org.apache.commons.math3.util.FastMath:1676	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1678	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1679	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1680	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1681	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1684	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1686	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1696	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1698	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1699	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1700	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1701	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1702	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1704	0.0 226.0 0.0
org.apache.commons.math3.util.FastMath:1715	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1716	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1719	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1720	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1721	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1722	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1725	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1726	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1727	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1728	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1731	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1732	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1733	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1734	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1760	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1761	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1763	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1764	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1765	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1766	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1767	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1769	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1770	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1771	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1772	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1773	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1775	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1790	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1817	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1818	0.0 219.0 0.0
org.apache.commons.math3.util.FastMath:1820	0.0 219.0 0.0
org.apache.commons.math3.util.FastMath:1821	0.0 219.0 0.0
org.apache.commons.math3.util.FastMath:1822	0.0 219.0 0.0
org.apache.commons.math3.util.FastMath:1823	0.0 219.0 0.0
org.apache.commons.math3.util.FastMath:1826	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1828	0.0 224.0 0.0
org.apache.commons.math3.util.FastMath:1839	0.0 218.0 0.0
org.apache.commons.math3.util.FastMath:1840	0.0 218.0 0.0
org.apache.commons.math3.util.FastMath:1842	0.0 218.0 0.0
org.apache.commons.math3.util.FastMath:1843	0.0 218.0 0.0
org.apache.commons.math3.util.FastMath:1844	0.0 218.0 0.0
org.apache.commons.math3.util.FastMath:1846	0.0 218.0 0.0
org.apache.commons.math3.util.FastMath:2224	0.0 220.0 0.0
org.apache.commons.math3.util.FastMath:2225	0.0 220.0 0.0
org.apache.commons.math3.util.FastMath:2227	0.0 220.0 0.0
org.apache.commons.math3.util.FastMath:2230	0.0 220.0 0.0
org.apache.commons.math3.util.FastMath:2231	0.0 220.0 0.0
org.apache.commons.math3.util.FastMath:2237	0.0 220.0 0.0
org.apache.commons.math3.util.FastMath:2245	0.0 219.0 0.0
org.apache.commons.math3.util.FastMath:2250	0.0 215.0 0.0
org.apache.commons.math3.util.FastMath:2260	0.0 172.0 0.0
org.apache.commons.math3.util.FastMath:2261	0.0 172.0 0.0
org.apache.commons.math3.util.FastMath:2262	0.0 172.0 0.0
org.apache.commons.math3.util.FastMath:2263	0.0 172.0 0.0
org.apache.commons.math3.util.FastMath:2266	0.0 215.0 0.0
org.apache.commons.math3.util.FastMath:2270	0.0 215.0 0.0
org.apache.commons.math3.util.FastMath:2276	0.0 158.0 0.0
org.apache.commons.math3.util.FastMath:2291	0.0 181.0 0.0
org.apache.commons.math3.util.FastMath:2294	0.0 181.0 0.0
org.apache.commons.math3.util.FastMath:2295	0.0 181.0 0.0
org.apache.commons.math3.util.FastMath:2299	0.0 181.0 0.0
org.apache.commons.math3.util.FastMath:2304	0.0 179.0 0.0
org.apache.commons.math3.util.FastMath:2305	0.0 179.0 0.0
org.apache.commons.math3.util.FastMath:2315	0.0 133.0 0.0
org.apache.commons.math3.util.FastMath:2316	0.0 133.0 0.0
org.apache.commons.math3.util.FastMath:2317	0.0 133.0 0.0
org.apache.commons.math3.util.FastMath:2318	0.0 133.0 0.0
org.apache.commons.math3.util.FastMath:2324	0.0 179.0 0.0
org.apache.commons.math3.util.FastMath:2330	0.0 112.0 0.0
org.apache.commons.math3.util.FastMath:386	0.0 23.0 0.0
org.apache.commons.math3.util.FastMath:395	0.0 23.0 0.0
org.apache.commons.math3.util.FastMath:403	0.0 22.0 0.0
org.apache.commons.math3.util.FastMath:413	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:414	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:417	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:419	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:420	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:422	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:423	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:424	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:427	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:428	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:429	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:430	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:433	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:435	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:438	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:439	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:440	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:441	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:442	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:443	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:445	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:446	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:447	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:455	0.0 23.0 0.0
org.apache.commons.math3.util.FastMath:456	0.0 23.0 0.0
org.apache.commons.math3.util.FastMath:465	0.0 23.0 0.0
org.apache.commons.math3.util.FastMath:473	0.0 22.0 0.0
org.apache.commons.math3.util.FastMath:483	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:487	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:494	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:495	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:496	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:498	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:499	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:501	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:502	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:503	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:506	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:507	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:508	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:509	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:512	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:514	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:516	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:517	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:520	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:521	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:522	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:523	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:524	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:525	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:527	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:528	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:529	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:568	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:572	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:950	0.0 33.0 0.0
org.apache.commons.math3.util.FastMath:951	0.0 33.0 0.0
org.apache.commons.math3.util.FastMath:2272	0.0 169.0 0.0
org.apache.commons.math3.util.FastMath:2326	0.0 157.0 0.0
org.apache.commons.math3.util.FastMath:3462	0.0 181.0 0.0
org.apache.commons.math3.util.FastMath:3463	0.0 178.0 0.0
org.apache.commons.math3.util.FastMath:3465	0.0 130.0 0.0
org.apache.commons.math3.util.FastMath:3466	0.0 130.0 0.0
org.apache.commons.math3.util.FastMath:3530	0.0 482.0 0.0
org.apache.commons.math3.util.FastMath:3531	0.0 326.0 0.0
org.apache.commons.math3.util.FastMath:3533	0.0 470.0 0.0
org.apache.commons.math3.util.FastMath:3534	0.0 370.0 0.0
org.apache.commons.math3.util.FastMath:3015	0.0 950.0 0.0
org.apache.commons.math3.util.FastMath:850	0.0 277.0 0.0
org.apache.commons.math3.util.FastMath:852	0.0 277.0 0.0
org.apache.commons.math3.util.FastMath:860	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:870	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:880	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:882	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:883	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:885	0.0 261.0 0.0
org.apache.commons.math3.util.FastMath:2238	0.0 71.0 0.0
org.apache.commons.math3.util.FastMath:2239	0.0 71.0 0.0
org.apache.commons.math3.util.FastMath:2242	0.0 70.0 0.0
org.apache.commons.math3.util.FastMath:2274	0.0 143.0 0.0
org.apache.commons.math3.util.FastMath:378	0.0 794.0 0.0
org.apache.commons.math3.util.FastMath:3051	0.0 54.0 0.0
org.apache.commons.math3.util.FastMath:3052	0.0 54.0 0.0
org.apache.commons.math3.util.FastMath:3564	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:3566	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:3570	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:3571	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:3572	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:3575	0.0 68.0 0.0
org.apache.commons.math3.util.FastMath:3581	0.0 50.0 0.0
org.apache.commons.math3.util.FastMath:3584	0.0 50.0 0.0
org.apache.commons.math3.util.FastMath:3585	0.0 50.0 0.0
org.apache.commons.math3.util.FastMath:3588	0.0 50.0 0.0
org.apache.commons.math3.util.FastMath:3591	0.0 50.0 0.0
org.apache.commons.math3.util.FastMath:3666	0.0 72.0 0.0
org.apache.commons.math3.util.FastMath:1612	0.0 21.0 0.0
org.apache.commons.math3.util.FastMath:1859	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1860	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1863	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1864	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1865	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1866	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1869	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1870	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1871	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1872	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1875	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1876	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1877	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1878	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1903	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1904	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1907	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1908	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1909	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1910	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1911	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1913	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1914	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1915	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1916	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1917	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1919	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1920	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1922	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1923	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1927	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1929	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1930	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1931	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1932	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1933	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1935	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1936	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1937	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1938	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1939	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1941	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1942	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1944	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1945	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1947	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1964	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1967	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1968	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1969	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1971	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1972	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1973	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1976	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1977	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1978	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1980	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1991	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2328	0.0 111.0 0.0
org.apache.commons.math3.util.FastMath:2345	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2346	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2349	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2350	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2356	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2364	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2369	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2370	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2386	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2402	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2403	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2408	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:2412	0.0 4.0 0.0
org.apache.commons.math3.util.FastMath:1454	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1455	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1468	0.0 19.0 0.0
org.apache.commons.math3.util.FastMath:1471	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:1472	0.0 14.0 0.0
org.apache.commons.math3.util.FastMath:2858	0.0 35.0 0.0
org.apache.commons.math3.util.FastMath:2859	0.0 35.0 0.0
org.apache.commons.math3.util.FastMath:2860	0.0 35.0 0.0
org.apache.commons.math3.util.FastMath:2862	0.0 35.0 0.0
org.apache.commons.math3.util.FastMath:2863	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2864	0.0 1.0 0.0
org.apache.commons.math3.util.FastMath:2874	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2880	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2883	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2887	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2890	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2891	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2892	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2893	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2894	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2896	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2901	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2902	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2903	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2906	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2907	0.0 34.0 0.0
org.apache.commons.math3.util.FastMath:2908	0.0 34.0 0.0
