org.joda.time.Partial:219	1.0 0.0 1.0
org.joda.time.chrono.BasicYearDateTimeField:64	0 941.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:138	0 8.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:89	0 99.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:92	0 95.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:51	0 28.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:60	0 36.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:90	0 6.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:68	0 31.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:100	0 11.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:72	0 4.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:73	0 3.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:76	0 4.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:77	0 4.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:79	0 4.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:104	0 6.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:105	0 3.0 0.0
org.joda.time.chrono.BasicYearDateTimeField:107	0 4.0 0.0
org.joda.time.field.OffsetDateTimeField:166	0 1734.0 0.0
org.joda.time.field.OffsetDateTimeField:153	0 931.0 0.0
org.joda.time.field.OffsetDateTimeField:154	0 931.0 0.0
org.joda.time.field.OffsetDateTimeField:101	0 31.0 0.0
org.joda.time.field.OffsetDateTimeField:192	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:188	0 8.0 0.0
org.joda.time.field.OffsetDateTimeField:208	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:217	0 3.0 0.0
org.joda.time.field.OffsetDateTimeField:196	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:113	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:114	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:115	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:204	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:200	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:77	0 2.0 0.0
org.joda.time.field.OffsetDateTimeField:162	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:158	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:127	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:128	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:129	0 1.0 0.0
org.joda.time.field.OffsetDateTimeField:141	0 1.0 0.0
org.joda.time.field.DividedDateTimeField:131	0 1759.0 0.0
org.joda.time.field.DividedDateTimeField:129	0 2842.0 0.0
org.joda.time.field.DividedDateTimeField:128	0 3230.0 0.0
org.joda.time.field.DividedDateTimeField:141	0 25.0 0.0
org.joda.time.field.DividedDateTimeField:142	0 25.0 0.0
org.joda.time.field.DividedDateTimeField:143	0 25.0 0.0
org.joda.time.field.DividedDateTimeField:202	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:203	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:204	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:251	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:252	0 4.0 0.0
org.joda.time.field.DividedDateTimeField:220	0 5.0 0.0
org.joda.time.field.DividedDateTimeField:229	0 8.0 0.0
org.joda.time.chrono.AssembledChronology:315	0 3109.0 0.0
org.joda.time.chrono.AssembledChronology:131	0 1702.0 0.0
org.joda.time.chrono.AssembledChronology:136	0 936.0 0.0
org.joda.time.chrono.AssembledChronology:133	0 968.0 0.0
org.joda.time.chrono.AssembledChronology:118	0 138.0 0.0
org.joda.time.chrono.AssembledChronology:120	0 136.0 0.0
org.joda.time.chrono.AssembledChronology:146	0 178.0 0.0
org.joda.time.chrono.AssembledChronology:148	0 178.0 0.0
org.joda.time.chrono.AssembledChronology:151	0 178.0 0.0
org.joda.time.chrono.AssembledChronology:389	0 16.0 0.0
org.joda.time.chrono.AssembledChronology:390	0 16.0 0.0
org.joda.time.chrono.AssembledChronology:391	0 16.0 0.0
org.joda.time.chrono.AssembledChronology:122	0 20.0 0.0
org.joda.time.DateTimeZone:179	0 3029.0 0.0
org.joda.time.DateTimeZone:1273	0 3074.0 0.0
org.joda.time.DateTimeZone:143	0 3410.0 0.0
org.joda.time.DateTimeZone:144	0 3410.0 0.0
org.joda.time.DateTimeZone:154	0 3410.0 0.0
org.joda.time.DateTimeZone:155	0 3410.0 0.0
org.joda.time.DateTimeZone:158	0 3410.0 0.0
org.joda.time.DateTimeZone:160	0 3410.0 0.0
org.joda.time.DateTimeZone:162	0 3410.0 0.0
org.joda.time.DateTimeZone:208	0 3771.0 0.0
org.joda.time.DateTimeZone:211	0 3771.0 0.0
org.joda.time.DateTimeZone:212	0 3771.0 0.0
org.joda.time.DateTimeZone:213	0 3771.0 0.0
org.joda.time.DateTimeZone:457	0 3777.0 0.0
org.joda.time.DateTimeZone:458	0 3777.0 0.0
org.joda.time.DateTimeZone:459	0 3777.0 0.0
org.joda.time.DateTimeZone:539	0 3777.0 0.0
org.joda.time.DateTimeZone:540	0 3777.0 0.0
org.joda.time.DateTimeZone:554	0 3777.0 0.0
org.joda.time.DateTimeZone:556	0 3777.0 0.0
org.joda.time.DateTimeZone:557	0 3777.0 0.0
org.joda.time.DateTimeZone:566	0 3777.0 0.0
org.joda.time.DateTimeZone:568	0 3777.0 0.0
org.joda.time.DateTimeZone:569	0 3777.0 0.0
org.joda.time.DateTimeZone:572	0 3777.0 0.0
org.joda.time.DateTimeZone:949	0 1374.0 0.0
org.joda.time.DateTimeZone:950	0 1374.0 0.0
org.joda.time.DateTimeZone:952	0 1374.0 0.0
org.joda.time.DateTimeZone:955	0 1374.0 0.0
org.joda.time.DateTimeZone:976	0 1108.0 0.0
org.joda.time.DateTimeZone:977	0 1108.0 0.0
org.joda.time.DateTimeZone:978	0 1108.0 0.0
org.joda.time.DateTimeZone:979	0 1108.0 0.0
org.joda.time.DateTimeZone:980	0 1053.0 0.0
org.joda.time.DateTimeZone:982	0 836.0 0.0
org.joda.time.DateTimeZone:999	0 838.0 0.0
org.joda.time.DateTimeZone:1001	0 838.0 0.0
org.joda.time.DateTimeZone:1003	0 838.0 0.0
org.joda.time.DateTimeZone:1032	0 838.0 0.0
org.joda.time.DateTimeZone:1034	0 838.0 0.0
org.joda.time.DateTimeZone:1037	0 838.0 0.0
org.joda.time.DateTimeZone:1051	0 1024.0 0.0
org.joda.time.DateTimeZone:1054	0 1024.0 0.0
org.joda.time.DateTimeZone:1055	0 949.0 0.0
org.joda.time.DateTimeZone:1057	0 292.0 0.0
org.joda.time.DateTimeZone:1058	0 292.0 0.0
org.joda.time.DateTimeZone:907	0 779.0 0.0
org.joda.time.DateTimeZone:909	0 779.0 0.0
org.joda.time.DateTimeZone:910	0 779.0 0.0
org.joda.time.DateTimeZone:912	0 779.0 0.0
org.joda.time.DateTimeZone:925	0 762.0 0.0
org.joda.time.DateTimeZone:935	0 743.0 0.0
org.joda.time.DateTimeZone:1256	0 360.0 0.0
org.joda.time.DateTimeZone:1291	0 27.0 0.0
org.joda.time.DateTimeZone:926	0 668.0 0.0
org.joda.time.DateTimeZone:927	0 668.0 0.0
org.joda.time.DateTimeZone:928	0 668.0 0.0
org.joda.time.DateTimeZone:929	0 668.0 0.0
org.joda.time.DateTimeZone:930	0 668.0 0.0
org.joda.time.DateTimeZone:915	0 35.0 0.0
org.joda.time.DateTimeZone:919	0 21.0 0.0
org.joda.time.DateTimeZone:920	0 21.0 0.0
org.joda.time.DateTimeZone:921	0 21.0 0.0
org.joda.time.DateTimeZone:922	0 11.0 0.0
org.joda.time.DateTimeZone:924	0 13.0 0.0
org.joda.time.DateTimeZone:307	0 72.0 0.0
org.joda.time.DateTimeZone:310	0 72.0 0.0
org.joda.time.DateTimeZone:311	0 72.0 0.0
org.joda.time.DateTimeZone:377	0 97.0 0.0
org.joda.time.DateTimeZone:380	0 97.0 0.0
org.joda.time.DateTimeZone:381	0 97.0 0.0
org.joda.time.DateTimeZone:384	0 97.0 0.0
org.joda.time.DateTimeZone:385	0 97.0 0.0
org.joda.time.DateTimeZone:386	0 20.0 0.0
org.joda.time.DateTimeZone:387	0 20.0 0.0
org.joda.time.DateTimeZone:388	0 20.0 0.0
org.joda.time.DateTimeZone:391	0 97.0 0.0
org.joda.time.DateTimeZone:392	0 97.0 0.0
org.joda.time.DateTimeZone:393	0 97.0 0.0
org.joda.time.DateTimeZone:402	0 13.0 0.0
org.joda.time.DateTimeZone:656	0 102.0 0.0
org.joda.time.DateTimeZone:657	0 102.0 0.0
org.joda.time.DateTimeZone:658	0 100.0 0.0
org.joda.time.DateTimeZone:664	0 102.0 0.0
org.joda.time.DateTimeZone:665	0 102.0 0.0
org.joda.time.DateTimeZone:666	0 102.0 0.0
org.joda.time.DateTimeZone:668	0 102.0 0.0
org.joda.time.DateTimeZone:669	0 102.0 0.0
org.joda.time.DateTimeZone:670	0 102.0 0.0
org.joda.time.DateTimeZone:671	0 102.0 0.0
org.joda.time.DateTimeZone:672	0 102.0 0.0
org.joda.time.DateTimeZone:673	0 102.0 0.0
org.joda.time.DateTimeZone:215	0 29.0 0.0
org.joda.time.DateTimeZone:216	0 29.0 0.0
org.joda.time.DateTimeZone:217	0 29.0 0.0
org.joda.time.DateTimeZone:220	0 29.0 0.0
org.joda.time.DateTimeZone:221	0 29.0 0.0
org.joda.time.DateTimeZone:628	0 31.0 0.0
org.joda.time.DateTimeZone:643	0 31.0 0.0
org.joda.time.DateTimeZone:695	0 31.0 0.0
org.joda.time.DateTimeZone:696	0 31.0 0.0
org.joda.time.DateTimeZone:700	0 31.0 0.0
org.joda.time.DateTimeZone:1007	0 31.0 0.0
org.joda.time.DateTimeZone:238	0 60.0 0.0
org.joda.time.DateTimeZone:273	0 62.0 0.0
org.joda.time.DateTimeZone:276	0 62.0 0.0
org.joda.time.DateTimeZone:279	0 62.0 0.0
org.joda.time.DateTimeZone:282	0 62.0 0.0
org.joda.time.DateTimeZone:285	0 62.0 0.0
org.joda.time.DateTimeZone:287	0 62.0 0.0
org.joda.time.DateTimeZone:288	0 62.0 0.0
org.joda.time.DateTimeZone:289	0 6.0 0.0
org.joda.time.DateTimeZone:293	0 62.0 0.0
org.joda.time.DateTimeZone:296	0 62.0 0.0
org.joda.time.DateTimeZone:297	0 62.0 0.0
org.joda.time.DateTimeZone:660	0 13.0 0.0
org.joda.time.DateTimeZone:661	0 13.0 0.0
org.joda.time.DateTimeZone:291	0 58.0 0.0
org.joda.time.DateTimeZone:378	0 7.0 0.0
org.joda.time.DateTimeZone:1281	0 3.0 0.0
org.joda.time.DateTimeZone:1190	0 3.0 0.0
org.joda.time.DateTimeZone:1191	0 3.0 0.0
org.joda.time.DateTimeZone:1192	0 3.0 0.0
org.joda.time.DateTimeZone:1193	0 3.0 0.0
org.joda.time.DateTimeZone:1194	0 3.0 0.0
org.joda.time.DateTimeZone:1195	0 1.0 0.0
org.joda.time.DateTimeZone:511	0 3.0 0.0
org.joda.time.DateTimeZone:525	0 1.0 0.0
org.joda.time.DateTimeZone:526	0 1.0 0.0
org.joda.time.DateTimeZone:529	0 1.0 0.0
org.joda.time.DateTimeZone:530	0 1.0 0.0
org.joda.time.DateTimeZone:559	0 1.0 0.0
org.joda.time.DateTimeZone:562	0 1.0 0.0
org.joda.time.DateTimeZone:754	0 1.0 0.0
org.joda.time.DateTimeZone:769	0 2.0 0.0
org.joda.time.DateTimeZone:770	0 1.0 0.0
org.joda.time.DateTimeZone:772	0 2.0 0.0
org.joda.time.DateTimeZone:773	0 2.0 0.0
org.joda.time.DateTimeZone:776	0 1.0 0.0
org.joda.time.DateTimeZone:777	0 1.0 0.0
org.joda.time.DateTimeZone:780	0 1.0 0.0
org.joda.time.DateTimeZone:794	0 5.0 0.0
org.joda.time.DateTimeZone:809	0 6.0 0.0
org.joda.time.DateTimeZone:810	0 5.0 0.0
org.joda.time.DateTimeZone:812	0 6.0 0.0
org.joda.time.DateTimeZone:813	0 6.0 0.0
org.joda.time.DateTimeZone:816	0 5.0 0.0
org.joda.time.DateTimeZone:817	0 5.0 0.0
org.joda.time.DateTimeZone:820	0 5.0 0.0
org.joda.time.DateTimeZone:931	0 33.0 0.0
org.joda.time.DateTimeZone:869	0 4.0 0.0
org.joda.time.DateTimeZone:330	0 7.0 0.0
org.joda.time.DateTimeZone:333	0 7.0 0.0
org.joda.time.DateTimeZone:334	0 7.0 0.0
org.joda.time.DateTimeZone:339	0 7.0 0.0
org.joda.time.DateTimeZone:340	0 7.0 0.0
org.joda.time.DateTimeZone:341	0 7.0 0.0
org.joda.time.DateTimeZone:344	0 7.0 0.0
org.joda.time.DateTimeZone:345	0 6.0 0.0
org.joda.time.DateTimeZone:347	0 7.0 0.0
org.joda.time.DateTimeZone:348	0 6.0 0.0
org.joda.time.DateTimeZone:352	0 3.0 0.0
org.joda.time.DateTimeZone:353	0 3.0 0.0
org.joda.time.DateTimeZone:354	0 3.0 0.0
org.joda.time.DateTimeZone:365	0 1.0 0.0
org.joda.time.DateTimeZone:583	0 7.0 0.0
org.joda.time.DateTimeZone:584	0 7.0 0.0
org.joda.time.DateTimeZone:586	0 7.0 0.0
org.joda.time.DateTimeZone:587	0 7.0 0.0
org.joda.time.DateTimeZone:588	0 7.0 0.0
org.joda.time.DateTimeZone:589	0 7.0 0.0
org.joda.time.DateTimeZone:590	0 7.0 0.0
org.joda.time.DateTimeZone:591	0 7.0 0.0
org.joda.time.DateTimeZone:592	0 7.0 0.0
org.joda.time.DateTimeZone:593	0 7.0 0.0
org.joda.time.DateTimeZone:594	0 7.0 0.0
org.joda.time.DateTimeZone:595	0 7.0 0.0
org.joda.time.DateTimeZone:596	0 7.0 0.0
org.joda.time.DateTimeZone:597	0 7.0 0.0
org.joda.time.DateTimeZone:598	0 7.0 0.0
org.joda.time.DateTimeZone:599	0 7.0 0.0
org.joda.time.DateTimeZone:600	0 7.0 0.0
org.joda.time.DateTimeZone:601	0 7.0 0.0
org.joda.time.DateTimeZone:602	0 7.0 0.0
org.joda.time.DateTimeZone:603	0 7.0 0.0
org.joda.time.DateTimeZone:604	0 7.0 0.0
org.joda.time.DateTimeZone:605	0 7.0 0.0
org.joda.time.DateTimeZone:606	0 7.0 0.0
org.joda.time.DateTimeZone:607	0 7.0 0.0
org.joda.time.DateTimeZone:608	0 7.0 0.0
org.joda.time.DateTimeZone:609	0 7.0 0.0
org.joda.time.DateTimeZone:610	0 7.0 0.0
org.joda.time.DateTimeZone:611	0 7.0 0.0
org.joda.time.DateTimeZone:612	0 7.0 0.0
org.joda.time.DateTimeZone:613	0 7.0 0.0
org.joda.time.DateTimeZone:614	0 7.0 0.0
org.joda.time.DateTimeZone:615	0 7.0 0.0
org.joda.time.DateTimeZone:616	0 7.0 0.0
org.joda.time.DateTimeZone:617	0 7.0 0.0
org.joda.time.DateTimeZone:618	0 7.0 0.0
org.joda.time.DateTimeZone:619	0 7.0 0.0
org.joda.time.DateTimeZone:620	0 7.0 0.0
org.joda.time.DateTimeZone:622	0 7.0 0.0
org.joda.time.DateTimeZone:209	0 7.0 0.0
org.joda.time.DateTimeZone:342	0 2.0 0.0
org.joda.time.DateTimeZone:206	0 1.0 0.0
org.joda.time.DateTimeZone:218	0 2.0 0.0
org.joda.time.DateTimeZone:224	0 1.0 0.0
org.joda.time.DateTimeZone:676	0 2.0 0.0
org.joda.time.DateTimeZone:677	0 2.0 0.0
org.joda.time.DateTimeZone:678	0 2.0 0.0
org.joda.time.DateTimeZone:679	0 2.0 0.0
org.joda.time.DateTimeZone:680	0 2.0 0.0
org.joda.time.DateTimeZone:681	0 1.0 0.0
org.joda.time.DateTimeZone:274	0 2.0 0.0
org.joda.time.DateTimeZone:277	0 2.0 0.0
org.joda.time.DateTimeZone:1009	0 14.0 0.0
org.joda.time.DateTimeZone:1010	0 14.0 0.0
org.joda.time.DateTimeZone:1013	0 14.0 0.0
org.joda.time.DateTimeZone:1014	0 14.0 0.0
org.joda.time.DateTimeZone:1017	0 14.0 0.0
org.joda.time.DateTimeZone:1019	0 13.0 0.0
org.joda.time.DateTimeZone:1026	0 13.0 0.0
org.joda.time.DateTimeZone:1168	0 2.0 0.0
org.joda.time.DateTimeZone:1172	0 2.0 0.0
org.joda.time.DateTimeZone:1173	0 2.0 0.0
org.joda.time.DateTimeZone:1174	0 2.0 0.0
org.joda.time.DateTimeZone:1175	0 2.0 0.0
org.joda.time.DateTimeZone:355	0 2.0 0.0
org.joda.time.DateTimeZone:356	0 2.0 0.0
org.joda.time.DateTimeZone:357	0 2.0 0.0
org.joda.time.DateTimeZone:360	0 2.0 0.0
org.joda.time.DateTimeZone:361	0 2.0 0.0
org.joda.time.DateTimeZone:1052	0 1.0 0.0
org.joda.time.DateTimeZone:429	0 3.0 0.0
org.joda.time.DateTimeZone:430	0 3.0 0.0
org.joda.time.DateTimeZone:433	0 3.0 0.0
org.joda.time.DateTimeZone:434	0 3.0 0.0
org.joda.time.DateTimeZone:684	0 1.0 0.0
org.joda.time.DateTimeZone:685	0 1.0 0.0
org.joda.time.DateTimeZone:686	0 1.0 0.0
org.joda.time.DateTimeZone:280	0 1.0 0.0
org.joda.time.DateTimeZone:283	0 1.0 0.0
org.joda.time.DateTimeZone:1199	0 2.0 0.0
org.joda.time.DateTimeZone:1200	0 2.0 0.0
org.joda.time.DateTimeZone:1201	0 2.0 0.0
org.joda.time.DateTimeZone:1202	0 2.0 0.0
org.joda.time.DateTimeZone:1203	0 2.0 0.0
org.joda.time.DateTimeZone:1204	0 2.0 0.0
org.joda.time.DateTimeZone:1208	0 2.0 0.0
org.joda.time.DateTimeZone:1209	0 2.0 0.0
org.joda.time.DateTimeZone:1211	0 2.0 0.0
org.joda.time.DateTimeZone:1214	0 2.0 0.0
org.joda.time.DateTimeZone:774	0 1.0 0.0
org.joda.time.DateTimeZone:180	0 1.0 0.0
org.joda.time.DateTimeZone:331	0 1.0 0.0
org.joda.time.DateTimeZone:335	0 1.0 0.0
org.joda.time.DateTimeZone:358	0 1.0 0.0
org.joda.time.DateTimeZone:415	0 2.0 0.0
org.joda.time.DateTimeZone:477	0 2.0 0.0
org.joda.time.DateTimeZone:478	0 1.0 0.0
org.joda.time.DateTimeZone:479	0 1.0 0.0
org.joda.time.DateTimeZone:448	0 1.0 0.0
org.joda.time.DateTimeZone:452	0 1.0 0.0
org.joda.time.DateTimeZone:455	0 1.0 0.0
org.joda.time.DateTimeZone:480	0 1.0 0.0
org.joda.time.DateTimeZone:838	0 2.0 0.0
org.joda.time.DateTimeZone:839	0 2.0 0.0
org.joda.time.DateTimeZone:841	0 2.0 0.0
org.joda.time.DateTimeZone:716	0 1.0 0.0
org.joda.time.DateTimeZone:814	0 1.0 0.0
org.joda.time.DateTimeZone:631	0 31.0 0.0
org.joda.time.DateTimeZone:634	0 31.0 0.0
org.joda.time.DateTimeZone:1307	0 27.0 0.0
org.joda.time.DateTimeZone:1308	0 27.0 0.0
org.joda.time.DateTimeZone:1309	0 27.0 0.0
org.joda.time.DateTimeZone:1312	0 27.0 0.0
org.joda.time.DateTimeZone:1313	0 27.0 0.0
org.joda.time.DateTimeZone:1316	0 27.0 0.0
org.joda.time.DateTimeZone:1317	0 27.0 0.0
org.joda.time.DateTimeZone:1320	0 27.0 0.0
org.joda.time.tz.CachedDateTimeZone:123	0 3030.0 0.0
org.joda.time.tz.CachedDateTimeZone:39	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:42	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:45	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:48	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:61	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:62	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:68	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:71	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:84	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:87	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:88	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:89	0 3771.0 0.0
org.joda.time.tz.CachedDateTimeZone:103	0 1892.0 0.0
org.joda.time.tz.CachedDateTimeZone:140	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:141	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:142	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:143	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:144	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:145	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:146	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:148	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:152	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:153	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:155	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:156	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:158	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:159	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:160	0 1878.0 0.0
org.joda.time.tz.CachedDateTimeZone:166	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:119	0 655.0 0.0
org.joda.time.tz.CachedDateTimeZone:162	0 752.0 0.0
org.joda.time.tz.CachedDateTimeZone:163	0 752.0 0.0
org.joda.time.tz.CachedDateTimeZone:164	0 752.0 0.0
org.joda.time.tz.CachedDateTimeZone:115	0 27.0 0.0
org.joda.time.tz.CachedDateTimeZone:127	0 50.0 0.0
org.joda.time.tz.CachedDateTimeZone:128	0 49.0 0.0
org.joda.time.tz.CachedDateTimeZone:95	0 2.0 0.0
org.joda.time.tz.CachedDateTimeZone:99	0 9.0 0.0
org.joda.time.tz.CachedDateTimeZone:107	0 7.0 0.0
org.joda.time.tz.CachedDateTimeZone:111	0 51.0 0.0
org.joda.time.tz.CachedDateTimeZone:130	0 3.0 0.0
org.joda.time.tz.CachedDateTimeZone:131	0 3.0 0.0
org.joda.time.tz.CachedDateTimeZone:133	0 1.0 0.0
org.joda.time.tz.CachedDateTimeZone:177	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:178	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:180	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:181	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:182	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:183	0 1893.0 0.0
org.joda.time.tz.CachedDateTimeZone:196	0 1892.0 0.0
org.joda.time.tz.CachedDateTimeZone:197	0 1892.0 0.0
org.joda.time.tz.CachedDateTimeZone:198	0 1892.0 0.0
org.joda.time.tz.CachedDateTimeZone:200	0 1892.0 0.0
org.joda.time.tz.CachedDateTimeZone:202	0 141.0 0.0
org.joda.time.tz.CachedDateTimeZone:186	0 9.0 0.0
org.joda.time.tz.CachedDateTimeZone:187	0 9.0 0.0
org.joda.time.tz.CachedDateTimeZone:188	0 9.0 0.0
org.joda.time.tz.CachedDateTimeZone:190	0 9.0 0.0
org.joda.time.tz.CachedDateTimeZone:192	0 3.0 0.0
org.joda.time.tz.CachedDateTimeZone:206	0 7.0 0.0
org.joda.time.tz.CachedDateTimeZone:207	0 7.0 0.0
org.joda.time.tz.CachedDateTimeZone:208	0 7.0 0.0
org.joda.time.tz.CachedDateTimeZone:210	0 7.0 0.0
org.joda.time.tz.CachedDateTimeZone:212	0 5.0 0.0
org.joda.time.chrono.ZonedChronology:55	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:58	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:59	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:62	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:65	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:71	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:81	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:82	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:85	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:150	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:154	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:155	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:156	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:157	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:158	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:159	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:160	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:162	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:163	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:164	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:165	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:166	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:170	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:171	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:172	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:173	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:174	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:175	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:176	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:177	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:178	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:179	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:180	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:181	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:183	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:184	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:185	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:186	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:187	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:188	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:189	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:190	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:191	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:192	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:193	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:194	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:197	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:198	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:200	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:201	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:203	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:204	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:205	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:209	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:212	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:215	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:220	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:221	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:404	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:405	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:408	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:409	0 3075.0 0.0
org.joda.time.chrono.ZonedChronology:410	0 3075.0 0.0
