org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:83	1.0 0.8181818181818182 0.7416198487095662
org.apache.commons.math3.geometry.partitioning.AbstractRegion:527	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:532	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:533	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:539	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:545	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:546	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractRegion:552	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:111	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:112	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:113	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:114	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:115	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:116	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:120	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:198	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:199	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:202	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:208	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.twod.Line:286	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:93	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:94	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:95	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:96	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:97	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:98	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:99	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:115	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:116	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:117	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:118	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:119	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:120	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:121	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:122	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:123	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:181	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:182	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:194	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:202	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:210	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:225	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:226	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:235	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:242	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:243	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:245	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:252	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:253	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:254	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:255	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:281	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:292	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:293	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:300	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:336	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:344	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:365	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:385	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:387	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:388	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:393	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:394	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:404	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:405	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:406	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:407	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:412	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:489	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:490	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:494	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:495	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:496	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:515	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:516	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:522	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:524	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:525	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:527	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:567	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:568	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:569	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:570	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:572	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:577	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTree:605	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:37	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:38	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:60	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:61	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:208	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:209	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:211	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet:250	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:37	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:66	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:84	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:156	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.RegionFactory:35	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.RegionFactory:36	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.RegionFactory:37	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.RegionFactory:230	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.RegionFactory:244	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:52	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:58	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:59	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:29	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:58	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:59	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:87	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:94	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor:54	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor:58	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor:63	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor:68	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor:73	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor:78	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor:83	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.Side:24	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.Side:27	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.Side:30	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.Side:33	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.Side:36	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.SubHyperplane:104	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.SubHyperplane:105	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.SubHyperplane:106	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.SubHyperplane:107	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.SubHyperplane:113	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.SubHyperplane:120	1.0 22.0 0.20851441405707477
org.apache.commons.math3.util.MathUtils:91	1.0 22.0 0.20851441405707477
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:73	1.0 22.068181818181817 0.20820603664298803
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:39	1.0 22.227272727272727 0.20749177712233688
org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint:40	1.0 22.227272727272727 0.20749177712233688
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:42	1.0 22.227272727272727 0.20749177712233688
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:43	1.0 22.227272727272727 0.20749177712233688
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:44	1.0 22.227272727272727 0.20749177712233688
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:45	1.0 22.227272727272727 0.20749177712233688
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:74	1.0 22.227272727272727 0.20749177712233688
org.apache.commons.math3.geometry.euclidean.twod.Line:181	1.0 22.318181818181817 0.2070869147324652
org.apache.commons.math3.geometry.euclidean.twod.Line:182	1.0 22.318181818181817 0.2070869147324652
org.apache.commons.math3.geometry.euclidean.twod.SubLine:49	1.0 22.59090909090909 0.205886400763304
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:128	1.0 22.613636363636363 0.20578729779690594
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:36	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:39	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:43	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:47	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:51	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:65	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:66	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.geometry.euclidean.oned.Vector1D:67	1.0 22.727272727272727 0.20529392068381322
org.apache.commons.math3.util.FastMath:1592	1.0 22.818181818181817 0.20490176383922978
org.apache.commons.math3.util.FastMath:1593	1.0 22.818181818181817 0.20490176383922978
org.apache.commons.math3.util.FastMath:1596	1.0 22.818181818181817 0.20490176383922978
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:51	1.0 22.818181818181817 0.20490176383922978
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:52	1.0 22.818181818181817 0.20490176383922978
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:53	1.0 22.818181818181817 0.20490176383922978
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:54	1.0 22.818181818181817 0.20490176383922978
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:150	1.0 22.863636363636363 0.2047065262876636
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:158	1.0 22.863636363636363 0.2047065262876636
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:37	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:41	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:45	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:49	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:68	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:69	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:70	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.geometry.euclidean.twod.Vector2D:71	1.0 22.886363636363637 0.20460911656228717
org.apache.commons.math3.util.FastMath:158	1.0 23.0 0.20412414523193154
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:84	0 0.2727272727272727 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:42	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:118	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:137	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:138	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:139	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:140	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:144	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:150	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:152	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:153	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:155	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:158	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:162	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:170	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:171	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:173	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:178	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:179	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:180	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:181	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:185	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:186	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:190	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:47	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:48	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:60	0 4.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:61	0 4.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:98	0 3.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:105	0 3.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:120	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:127	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:128	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:131	0 5.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:110	0 2.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:298	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:371	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:302	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:320	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:321	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:322	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:323	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:327	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:328	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:333	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:340	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:343	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:344	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:345	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:346	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:347	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:348	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:349	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:350	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:351	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:356	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:357	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:360	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:375	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:389	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:390	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:391	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:395	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:400	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:407	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:410	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:411	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:412	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:413	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:416	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:417	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:422	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:330	0 4.613636363636363 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:50	0 5.068181818181818 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:51	0 5.295454545454546 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:151	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:152	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:153	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:155	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:156	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:157	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:158	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:159	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:160	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:161	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:162	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:163	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:164	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:165	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:166	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:170	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:175	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:176	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:181	0 6.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:42	0 13.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:125	0 13.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:63	0 15.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:64	0 15.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:224	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:233	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:270	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:271	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:272	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:273	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:274	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:275	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:277	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:344	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:348	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:460	0 17.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:221	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:222	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:223	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:226	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:296	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:297	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:298	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:299	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:300	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:301	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:304	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:306	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:309	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:310	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:311	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:312	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:313	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:314	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:315	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:316	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:317	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:318	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:319	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:320	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:321	0 18.0 0.0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet:322	0 18.0 0.0
